Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
DRK12,9.5,Low Fat,0.041878397000000005,Soft Drinks,32.99,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
FDL58,5.78,Regular,0.0,Snack Foods,263.7568,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCD30,19.7,Low Fat,0.026903714,Household,96.0726,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCZ54,14.65,Low Fat,0.0,Household,161.5552,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDR44,6.11,Regular,0.0,Fruits and Vegetables,131.2968,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDP28,13.65,Regular,0.13497562800000001,Frozen Foods,260.0936,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDA39,6.32,Low Fat,0.0,Meat,40.2822,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDH28,15.85,Regular,0.11003099699999999,Frozen Foods,37.2506,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
NCO07,"",Low Fat,0.017116983,Others,211.956,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDW20,20.75,Low Fat,0.024129332000000003,Fruits and Vegetables,124.17299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRF27,"",Low Fat,0.049754975,Dairy,152.134,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDS49,9.0,Low Fat,0.0,Canned,79.7644,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDX25,"",Low Fat,0.101561568,Canned,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCX42,"",Low Fat,0.0059496440000000005,Household,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDG33,"",Regular,0.13956116,Seafood,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCD06,13.0,Low Fat,0.099325278,Household,45.406000000000006,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
DRM47,"",Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDS46,"",Regular,0.082741482,Snack Foods,118.7782,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDX21,"",Low Fat,0.08455456900000001,Snack Foods,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCU05,"",Low Fat,0.058451805,Health and Hygiene,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
NCR38,17.25,Low Fat,0.113748685,Household,251.3724,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCR18,15.85,Low Fat,0.020603511,Household,42.7112,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDY56,16.35,Regular,0.06276442900000001,Fruits and Vegetables,227.6062,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
DRJ51,14.1,Low Fat,0.08797726199999999,Dairy,229.0668,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDY25,12.0,Low Fat,0.033946163,Canned,179.3976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDF05,17.5,Low Fat,0.027022882999999998,Frozen Foods,262.491,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
DRF15,"",Low Fat,0.058153409,Dairy,152.034,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDQ04,"",Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.34100000000001,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDG28,9.285,Regular,0.049559042000000005,Frozen Foods,246.4144,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCR54,16.35,Low Fat,0.090486828,Household,195.21099999999998,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDG59,15.85,Low Fat,0.04347912599999999,Starchy Foods,36.7164,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDM28,15.7,Low Fat,0.045166237000000005,Frozen Foods,178.666,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.83100000000002,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDH19,"",Low Fat,0.03292824,Meat,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDK21,7.905,Low Fat,0.016758568999999997,Snack Foods,250.4408,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDZ10,"",Low Fat,0.044248175,Snack Foods,126.20200000000001,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCF07,"",Low Fat,0.031867464,Household,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
DRE49,20.75,Low Fat,0.021370201000000002,Soft Drinks,153.0024,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
FDJ08,"",Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCD06,13.0,Low Fat,0.099729888,Household,46.306000000000004,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCT54,8.695,Low Fat,0.11972145099999999,Household,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDM25,"",Regular,0.060371962,Breakfast,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDF20,12.85,Low Fat,0.033287541000000004,Fruits and Vegetables,198.4768,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDV60,"",Regular,0.11679292,Baking Goods,196.21099999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCM31,6.095,Low Fat,0.081196619,Others,141.4154,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDE33,19.35,Regular,0.049916364000000005,Fruits and Vegetables,80.2644,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDV13,"",Regular,0.02747716,Canned,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV20,"",Regular,0.10470453699999999,Fruits and Vegetables,125.2678,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCQ54,17.7,Low Fat,0.012540003000000001,Household,167.0474,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRE60,9.395,Low Fat,0.15965759599999998,Soft Drinks,224.972,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDR04,7.075,Low Fat,0.0,Frozen Foods,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDX23,6.445,Low Fat,0.029691762000000003,Baking Goods,92.6436,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDX19,19.1,Low Fat,0.09671552300000001,Fruits and Vegetables,235.0958,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDD40,20.25,Regular,0.014790558999999998,Dairy,193.6162,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDA01,15.0,Regular,0.054378253,Canned,59.1904,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDM50,"",Regular,0.029943462999999997,Canned,60.222,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDB29,16.7,Regular,0.052368060999999994,Frozen Foods,112.7176,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDF46,7.07,Low Fat,0.09386114400000001,Snack Foods,115.5834,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDA33,6.48,Low Fat,0.033968647000000005,Snack Foods,148.0076,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDC08,19.0,Regular,0.173154079,Fruits and Vegetables,228.27200000000002,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDY31,"",Low Fat,0.043351895999999994,Fruits and Vegetables,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRQ35,"",Low Fat,0.042086652,Hard Drinks,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRD13,15.0,Low Fat,0.049357077,Soft Drinks,62.6168,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCK19,9.8,Low Fat,0.151420934,Others,194.3478,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDZ35,9.6,Regular,0.022323658,Breads,101.29899999999999,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCW17,"",Low Fat,0.019292355,Health and Hygiene,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDV59,13.35,Low Fat,0.048124442999999996,Breads,216.7166,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDN60,"",Low Fat,0.094697274,Baking Goods,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDU55,16.2,Low Fat,0.035984103999999996,Fruits and Vegetables,260.6278,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDN58,"",Regular,0.056596985,Snack Foods,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC41,"",Low Fat,0.2047,Frozen Foods,76.867,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDO01,"",Regular,0.020618324,Breakfast,129.3994,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCO43,5.5,Low Fat,0.04709821,Others,101.3016,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDY49,"",Regular,0.011953901999999999,Canned,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR24,17.35,Regular,0.062799379,Baking Goods,88.18299999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCY18,7.285,Low Fat,0.031125708999999998,Household,174.3054,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCY30,20.25,Low Fat,0.026005891,Household,180.9976,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDJ22,"",Low Fat,0.09246392,Snack Foods,190.9504,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDL27,6.17,Low Fat,0.010647476999999999,Meat,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCO30,19.5,Low Fat,0.015749341,Household,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCB07,19.2,Low Fat,0.077628053,Household,197.611,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDX25,16.7,Low Fat,0.0,Canned,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDT27,11.395,Regular,0.06952926200000001,Meat,233.1616,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDN39,"",Regular,0.065203103,Meat,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDH40,11.6,Regular,0.07892957099999999,Frozen Foods,79.9276,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDJ56,"",Low Fat,0.18251488100000002,Fruits and Vegetables,98.77,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRN47,12.1,Low Fat,0.016895293000000002,Hard Drinks,178.56599999999997,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
NCO17,10.0,Low Fat,0.073379745,Health and Hygiene,118.244,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDT22,10.395,Low Fat,0.11227149800000001,Snack Foods,58.222,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX26,"",Low Fat,0.153741385,Dairy,182.6292,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDL32,15.7,Regular,0.12315965599999999,Fruits and Vegetables,110.1544,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDZ07,"",Regular,0.0,Fruits and Vegetables,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
NCW53,"",Low Fat,0.053392944000000005,Health and Hygiene,193.8162,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
NCA54,16.5,Low Fat,0.036715907,Household,180.0318,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDX09,9.0,Low Fat,0.065236932,Snack Foods,176.437,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDB27,7.575,Low Fat,0.055390120999999994,Dairy,195.2768,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDY28,7.47,Regular,0.0,Frozen Foods,214.3218,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDX31,"",Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR43,"",Low Fat,0.160707489,Fruits and Vegetables,38.019,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDP22,"",Regular,0.0,Snack Foods,52.6666,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDY32,7.605,Low Fat,0.12950314599999999,Fruits and Vegetables,164.021,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDU02,"",Low Fat,0.179484411,Dairy,228.9352,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCF18,18.35,Low Fat,0.08916305599999999,Household,191.3504,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDN58,13.8,Regular,0.056960814000000005,Snack Foods,230.0984,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDY34,10.5,Regular,0.011026593999999999,Snack Foods,166.4842,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCK31,"",Low Fat,0.026916793999999997,Others,50.9666,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDT59,13.65,Low Fat,0.015908423999999997,Breads,231.1668,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCX41,19.0,Low Fat,0.017719277,Health and Hygiene,211.0244,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDU45,"",Regular,0.035334201,Snack Foods,115.3518,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDW24,"",Low Fat,0.065652494,Baking Goods,48.9034,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDM60,10.8,Regular,0.048143292000000004,Baking Goods,40.2138,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRP35,"",Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCZ42,10.5,Low Fat,0.0,Household,238.3248,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCB55,15.7,Low Fat,0.160663021,Household,59.4562,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDC15,18.1,Low Fat,0.178975721,Dairy,155.5288,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDW35,"",Low Fat,0.0194158,Breads,41.6454,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCC06,19.0,Low Fat,0.027139012999999997,Household,127.3336,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
