ifa,age,dupl_age,workclass,dupl_workclass,fnlwgt,logfnl,empty,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
14666a,40,40,Private,Private,26892,,,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
14719a,55,55,?,?,123382,,,HS-grad,9,Separated,?,Not-in-family,Black,Female,0,2001,40,United-States,<=50K
16108a,41,41,Private,Private,116391,,,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Germany,<=50K
16626a,59,59,Private,Private,114678,,,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
16934a,41,41,Private,Private,119266,,,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
16945a,36,36,Private,Private,203482,,,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17374a,28,28,Private,Private,232653,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
17725a,54,54,Private,Private,155408,,,HS-grad,9,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
19144a,53,53,Local-gov,Local-gov,216691,,,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,>50K
19774a,49,49,Self-emp-not-inc,Self-emp-not-inc,79627,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20523a,27,27,Private,Private,263614,,,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
20782a,26,26,Private,Private,213385,,,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
21198a,27,27,Private,Private,197905,,,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23209a,24,24,Private,Private,464103,,,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
23384a,30,30,Private,Private,94413,,,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
23638a,46,46,Self-emp-inc,Self-emp-inc,200949,,,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,?,<=50K
23863a,32,32,Private,Private,244147,,,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,10,United-States,<=50K
24192a,56,56,Self-emp-not-inc,Self-emp-not-inc,403072,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
24196a,29,29,?,?,188675,,,Some-college,10,Divorced,?,Own-child,Black,Male,0,0,40,United-States,<=50K
24707a,37,37,Private,Private,38948,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
25189a,58,58,State-gov,State-gov,110199,,,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
26236a,39,39,Private,Private,80680,,,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
26797a,34,34,Private,Private,230246,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
27091a,34,34,Local-gov,Local-gov,205704,,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
27141a,69,69,?,?,106566,,,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50K
27448a,31,31,Private,Private,344200,,,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27524a,30,30,Self-emp-not-inc,Self-emp-not-inc,45427,,,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
28326a,57,57,Self-emp-inc,Self-emp-inc,127728,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
28752a,51,51,Private,Private,79324,,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29572a,45,45,Private,Private,247043,,,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,<=50K
29880a,49,49,Local-gov,Local-gov,170846,,,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
30152a,36,36,Local-gov,Local-gov,359001,,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K
30209a,17,17,?,?,34019,,,10th,6,Never-married,?,Own-child,White,Male,0,0,20,United-States,<=50K
30721a,52,52,Private,Private,35576,,,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
30742a,62,62,Private,Private,214288,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30974a,26,26,Private,Private,402998,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,>50K
31005a,28,28,Private,Private,269786,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31907a,48,48,Private,Private,313925,,,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K
32078a,32,32,Private,Private,229566,,,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
32392a,55,55,Private,Private,199763,,,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,81,United-States,<=50K
41a,31,31,Private,Private,507875,5.705756835,,,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,<=50K
833a,26,26,Private,Private,280093,5.447302255,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
1114a,69,69,Private,Private,168139,5.22566846,,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
1399a,51,51,Private,Private,246519,5.391850397,,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,45,United-States,<=50K
1446a,50,50,Private,Private,30447,4.483544507,,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
1900a,23,23,Private,Private,119838,5.078594552,,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
2064a,42,42,Local-gov,Local-gov,111252,5.046307827,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,>50K
2099a,52,52,Private,Private,266529,5.42574447,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
2785a,61,61,Private,Private,43554,4.639028047,,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2339,40,United-States,<=50K
3432a,17,17,Private,Private,139183,5.143586193,,10th,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
3591a,23,23,Private,Private,236601,5.374016576,,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,48,United-States,<=50K
3787a,33,33,Self-emp-inc,Self-emp-inc,117963,5.071745809,,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,60,United-States,>50K
4107a,40,40,Private,Private,238329,5.377176891,,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
4176a,49,49,Self-emp-inc,Self-emp-inc,289707,5.461958989,,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
4276a,44,44,Private,Private,67671,4.830402594,,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
4383a,49,49,Private,Private,148398,5.171428048,,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
4510a,20,20,Self-emp-inc,Self-emp-inc,182200,5.260548373,,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
5247a,30,30,Private,Private,41493,4.617974836,,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K
5463a,39,39,Private,Private,102953,5.012639006,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,>50K
6115a,57,57,Self-emp-inc,Self-emp-inc,140319,5.147116481,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
6179a,60,60,?,?,153072,5.184895757,,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,<=50K
7153a,24,24,Private,Private,33016,4.518724456,,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
7520a,22,22,Private,Private,216984,5.336427711,,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,0,0,40,United-States,<=50K
7763a,18,18,Private,Private,423024,5.626365007,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
8215a,66,66,Private,Private,217198,5.336855822,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,10,United-States,<=50K
8383a,41,41,Private,Private,163174,5.21265096,,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8406a,28,28,Private,Private,499001,5.698101416,,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
8466a,38,38,State-gov,State-gov,149455,5.174510449,,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
8519a,29,29,Private,Private,229729,5.361215822,,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
8525a,46,46,Private,Private,159869,5.203764258,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8928a,45,45,Private,Private,201699,5.304703745,,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
9023a,45,45,Private,Private,140644,5.14812121,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
9306a,28,28,Private,Private,162343,5.210433567,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
9562a,56,56,Private,Private,174533,5.241877554,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
9763a,27,27,Private,Private,329426,5.517757873,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
10550a,35,35,Private,Private,335777,5.526050945,,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K
10804a,34,34,Private,Private,176711,5.247263585,,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
11310a,49,49,Private,Private,247294,5.393213579,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
11460a,19,19,Private,Private,299050,5.475743807,,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
11567a,64,64,Self-emp-not-inc,Self-emp-not-inc,167149,5.223103783,,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
12377a,32,32,Private,Private,175856,,,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,>50K
13803a,24,24,Private,Private,227610,,,10th,6,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,58,United-States,<=50K
13832a,30,30,State-gov,State-gov,112139,,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13904a,39,39,Private,Private,76767,,,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
14352a,30,30,Federal-gov,Federal-gov,295010,,,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,60,United-States,>50K
14759a,32,32,Private,Private,239150,,,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
14769a,32,32,Local-gov,Local-gov,198211,,,Assoc-voc,11,,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
14863a,27,27,Private,Private,210313,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Guatemala,<=50K
15968a,24,24,Private,Private,22201,,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
16061a,55,55,Local-gov,Local-gov,135439,,,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
16131a,20,20,?,?,369678,,,HS-grad,9,Never-married,?,Not-in-family,Other,Male,0,0,43,United-States,<=50K
17200a,27,27,Private,Private,240172,,,Bachelors,13,,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
17433a,32,32,Private,Private,137076,,,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
17556a,30,30,Private,Private,169589,,,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
17879a,19,19,Private,Private,386378,,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
18496a,48,48,Self-emp-inc,Self-emp-inc,250674,,,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
18741a,44,44,Self-emp-inc,Self-emp-inc,37997,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
18958a,33,33,Private,Private,179758,,,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,<=50K
19291a,21,21,Private,Private,154165,,,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,<=50K
20052a,54,54,Private,Private,162238,,,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
22294a,45,45,Self-emp-not-inc,Self-emp-not-inc,28497,,,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1485,70,United-States,>50K
22794a,39,39,Private,Private,176296,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,United-States,>50K
24774a,20,20,?,?,189203,,,Assoc-acdm,12,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
24782a,20,20,?,?,189740,,,Some-college,10,Never-married,?,Own-child,White,Female,0,0,32,United-States,<=50K
25233a,23,23,Private,Private,32950,,,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,United-States,<=50K
25718a,34,34,Self-emp-not-inc,Self-emp-not-inc,254304,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,90,United-States,<=50K
25777a,21,21,Private,Private,349041,,,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
26404a,25,25,Private,Private,200318,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
26614a,28,28,Private,Private,90915,,,Bachelors,13,,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
26719a,22,22,Private,Private,176321,,,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
27064a,38,38,Private,Private,298841,,,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
27967a,30,30,Local-gov,Local-gov,27051,,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
28020a,35,35,Private,Private,340428,,,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
28297a,61,61,Private,Private,229744,,,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
28530a,19,19,Private,Private,224849,,,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
28648a,49,49,Private,Private,250733,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
28956a,31,31,Private,Private,242984,,,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29311a,22,22,?,?,313786,,,HS-grad,9,Divorced,?,Other-relative,Black,Female,0,0,40,United-States,<=50K
29525a,43,43,Private,Private,184018,,,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
29588a,55,55,Private,Private,110748,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
29770a,42,42,Private,Private,154374,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30058a,71,71,Self-emp-not-inc,Self-emp-not-inc,322789,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,0,0,35,United-States,<=50K
30317a,22,22,Private,Private,251196,,,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,20,United-States,<=50K
30739a,28,28,State-gov,State-gov,288731,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,<=50K
31170a,23,23,Private,Private,70919,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
12a,30,30,State-gov,State-gov,141297,5.150132941,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
246a,56,56,Private,Private,203580,5.30873511,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,?,<=50K
663a,27,27,Private,Private,111900,5.048830087,,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
906a,46,46,Private,Private,171550,5.234390722,,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
1131a,30,30,Private,Private,347132,5.54049465,,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
1658a,47,47,Private,Private,198901,5.298636967,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
2243a,51,51,Private,Private,204322,5.310315131,,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
2256a,26,26,Private,Private,156976,5.195833258,,Assoc-voc,11,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
3354a,49,49,Private,Private,186172,5.269914364,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
3492a,33,33,Private,Private,323619,5.510034012,,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
4038a,28,28,Private,Private,312588,5.494972302,,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
4277a,23,23,Private,Private,257621,5.410981262,,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
4290a,23,23,Private,Private,208598,5.31931014,,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
5006a,40,40,Private,Private,227236,5.356477136,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
5291a,47,47,Self-emp-not-inc,Self-emp-not-inc,236111,5.373116221,,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,55,United-States,>50K
