ifa,age
759a,46.0
5915a,24.0
26738a,47.0
27586a,51.0
1628a,52.0
4576a,37.0
11541a,42.0
26307a,31.0
9577a,34.0
19045a,23.0
8003a,66.0
18944a,51.0
15466a,38.0
4940a,28.0
5655a,25.0
20226a,17.0
22851a,28.0
13169a,21.0
29170a,41.0
31409a,27.0
6015a,22.0
14127a,44.0
12822a,50.0
12543a,39.0
6950a,33.0
15155a,32.0
18830a,27.0
909a,37.0
12852a,28.0
18161a,44.0
22910a,30.0
14762a,39.0
1470a,40.0
42a,53.0
1532a,40.0
8517a,18.0
12791a,45.0
12897a,37.0
15169a,24.0
13204a,63.0
6716a,40.0
27789a,53.0
13628a,47.0
8722a,47.0
31559a,36.0
27409a,20.0
30375a,42.0
29567a,44.0
3412a,35.0
26693a,22.0
10689a,58.0
1799a,50.0
406a,41.0
10886a,23.0
3521a,30.0
20773a,71.0
14811a,40.0
28999a,28.0
511a,49.0
24991a,54.0
8244a,29.0
2678a,33.0
7892a,24.0
1306a,37.0
9624a,53.0
2323a,22.0
15596a,48.0
19305a,64.0
14249a,39.0
17934a,38.0
8931a,47.0
4488a,20.0
7876a,47.0
9759a,46.0
21330a,39.0
22040a,30.0
1507a,58.0
18840a,66.0
29073a,23.0
3603a,72.0
19689a,56.0
16140a,58.0
18950a,43.0
15534a,21.0
10104a,20.0
1907a,45.0
11073a,45.0
3650a,21.0
19653a,26.0
32406a,33.0
17226a,49.0
31595a,56.0
11473a,34.0
20346a,19.0
30560a,27.0
5468a,31.0
705a,46.0
27768a,36.0
26729a,24.0
21226a,62.0
12797a,41.0
4329a,30.0
22731a,38.0
27808a,24.0
2210a,49.0
25158a,20.0
4608a,20.0
9033a,46.0
20498a,65.0
28150a,43.0
28811a,34.0
12965a,46.0
29406a,23.0
263a,""
7218a,31.0
4687a,51.0
17426a,20.0
14578a,43.0
15988a,18.0
4554a,22.0
30433a,40.0
418a,30.0
27139a,45.0
5933a,20.0
3899a,29.0
14680a,30.0
26114a,61.0
28792a,64.0
11807a,35.0
3105a,28.0
21160a,59.0
10159a,20.0
24602a,57.0
10380a,46.0
12756a,28.0
24331a,45.0
21349a,22.0
15501a,35.0
28779a,50.0
22862a,36.0
10993a,19.0
8427a,38.0
26577a,42.0
28764a,41.0
26982a,41.0
28184a,32.0
1272a,27.0
3301a,31.0
23598a,54.0
14893a,29.0
27695a,30.0
22780a,27.0
16242a,28.0
5429a,22.0
12691a,35.0
15259a,47.0
14874a,43.0
5879a,28.0
22896a,""
6989a,63.0
374a,45.0
12519a,60.0
30255a,60.0
12601a,74.0
30025a,46.0
31591a,33.0
24952a,19.0
14931a,32.0
18399a,28.0
9868a,37.0
264a,""
4251a,28.0
7117a,19.0
17865a,25.0
19438a,44.0
15844a,23.0
15888a,35.0
31452a,36.0
10289a,41.0
8471a,41.0
959a,33.0
31864a,40.0
23341a,33.0
21682a,34.0
1145a,56.0
23523a,26.0
29014a,52.0
10923a,43.0
14059a,28.0
14284a,33.0
4019a,72.0
692a,24.0
14490a,23.0
31249a,34.0
24149a,46.0
4785a,30.0
6134a,46.0
9973a,43.0
28241a,48.0
28662a,51.0
25290a,33.0
20115a,52.0
30729a,65.0
1975a,33.0
8053a,55.0
10642a,42.0
11175a,44.0
19623a,48.0
5667a,54.0
30327a,56.0
5842a,50.0
22147a,30.0
10360a,32.0
25079a,74.0
6096a,31.0
16526a,44.0
28689a,20.0
13240a,22.0
17530a,40.0
24885a,50.0
12637a,61.0
18635a,45.0
10697a,31.0
6577a,39.0
32299a,44.0
19842a,58.0
6033a,34.0
568a,45.0
668a,42.0
13877a,31.0
19870a,32.0
19026a,47.0
13468a,65.0
443a,24.0
9090a,33.0
12534a,50.0
5391a,31.0
25159a,55.0
9699a,20.0
24180a,24.0
15897a,19.0
13564a,53.0
27099a,29.0
11744a,24.0
22845a,65.0
9954a,67.0
28149a,55.0
26071a,23.0
3023a,51.0
27973a,31.0
19345a,25.0
22285a,54.0
31407a,29.0
25902a,37.0
14271a,20.0
4471a,41.0
23532a,25.0
4008a,64.0
21238a,37.0
3829a,37.0
20425a,68.0
30695a,46.0
9111a,49.0
24050a,32.0
4450a,56.0
26563a,50.0
7239a,29.0
24306a,32.0
22607a,32.0
18624a,35.0
26198a,42.0
6415a,37.0
13218a,21.0
8158a,59.0
7590a,46.0
5496a,26.0
15559a,40.0
8575a,28.0
3246a,48.0
26256a,20.0
12774a,24.0
2191a,50.0
26698a,49.0
9234a,53.0
17068a,23.0
30376a,41.0
14800a,35.0
17267a,34.0
32545a,31.0
8083a,19.0
29490a,36.0
12077a,34.0
19878a,19.0
16415a,38.0
31344a,25.0
24277a,21.0
12280a,29.0
24161a,41.0
32380a,25.0
26728a,65.0
12039a,39.0
31230a,29.0
28427a,28.0
7181a,24.0
25751a,53.0
21632a,71.0
7078a,24.0
28160a,62.0
17640a,51.0
1623a,37.0
23688a,37.0
25844a,30.0
16792a,26.0
4530a,43.0
6509a,35.0
18408a,32.0
5800a,20.0
2594a,39.0
10831a,47.0
27517a,20.0
18018a,26.0
28258a,47.0
13131a,51.0
485a,52.0
32486a,28.0
10304a,69.0
18515a,70.0
15164a,25.0
29875a,63.0
2405a,54.0
29941a,17.0
30140a,43.0
9302a,19.0
28381a,40.0
20657a,48.0
2039a,49.0
27270a,26.0
5170a,41.0
13569a,64.0
16884a,29.0
2804a,33.0
15709a,49.0
1254a,52.0
20979a,39.0
22390a,51.0
9016a,40.0
18518a,20.0
22529a,30.0
1387a,37.0
19848a,34.0
31818a,49.0
29008a,75.0
30029a,19.0
24274a,21.0
8671a,22.0
17205a,22.0
7504a,51.0
15492a,19.0
27254a,20.0
5956a,42.0
29307a,31.0
25437a,53.0
15133a,31.0
13158a,44.0
27208a,23.0
20853a,26.0
16516a,24.0
9531a,20.0
21440a,47.0
31205a,44.0
29896a,40.0
26904a,54.0
31479a,22.0
27393a,43.0
27656a,41.0
23518a,28.0
10605a,44.0
2010a,23.0
15598a,32.0
25111a,40.0
1025a,23.0
28978a,29.0
28373a,57.0
26607a,54.0
4771a,18.0
20847a,30.0
13540a,39.0
10068a,56.0
5617a,28.0
14624a,32.0
7121a,47.0
20727a,26.0
24498a,47.0
16048a,18.0
13101a,50.0
2545a,19.0
20512a,36.0
24135a,38.0
19179a,51.0
6435a,54.0
16868a,49.0
2105a,35.0
2400a,34.0
22802a,26.0
13111a,22.0
13767a,61.0
2345a,44.0
21122a,68.0
12366a,30.0
22262a,45.0
11626a,35.0
11077a,47.0
23595a,51.0
13411a,25.0
2989a,29.0
8711a,52.0
10527a,23.0
4552a,25.0
27125a,59.0
3346a,45.0
4823a,51.0
1079a,49.0
23600a,51.0
15578a,40.0
28294a,42.0
28693a,38.0
16105a,23.0
1118a,41.0
31960a,17.0
6198a,42.0
28827a,21.0
13682a,37.0
20429a,22.0
24995a,52.0
23147a,28.0
1488a,25.0
29589a,28.0
9908a,68.0
20382a,26.0
4249a,51.0
8253a,30.0
30199a,23.0
15185a,38.0
28636a,46.0
439a,23.0
22456a,40.0
5628a,35.0
1582a,31.0
8073a,44.0
29415a,33.0
7730a,34.0
22586a,53.0
2877a,25.0
27760a,17.0
23029a,33.0
26899a,17.0
10419a,44.0
7554a,36.0
31848a,19.0
21438a,19.0
17095a,22.0
19802a,37.0
7764a,53.0
12763a,65.0
7897a,73.0
24206a,69.0
23094a,23.0
29670a,24.0
26957a,25.0
31616a,34.0
24303a,66.0
17108a,25.0
6506a,37.0
6054a,22.0
9093a,21.0
16013a,46.0
31129a,56.0
8129a,57.0
9218a,47.0
3447a,33.0
10677a,41.0
4240a,24.0
31337a,39.0
2085a,28.0
19371a,55.0
15039a,19.0
27091a,34.0
20297a,20.0
9695a,27.0
13714a,26.0
29684a,46.0
24485a,69.0
11289a,22.0
18387a,66.0
1195a,19.0
20070a,26.0
886a,63.0
11589a,45.0
15138a,30.0
29677a,52.0
24428a,63.0
19579a,28.0
15040a,29.0
7674a,27.0
16385a,21.0
25014a,33.0
3440a,40.0
5397a,17.0
9512a,19.0
31995a,31.0
25201a,38.0
19685a,17.0
635a,58.0
29778a,26.0
8470a,21.0
25920a,53.0
32376a,59.0
7695a,37.0
20859a,58.0
609a,36.0
11992a,29.0
1112a,33.0
10326a,40.0
18725a,24.0
16092a,43.0
16126a,21.0
31727a,42.0
9705a,46.0
12623a,52.0
25292a,24.0
28595a,26.0
28538a,47.0
11062a,43.0
32379a,39.0
19859a,52.0
14329a,43.0
16245a,29.0
16211a,62.0
8012a,19.0
22206a,38.0
9710a,36.0
17533a,53.0
2849a,36.0
23281a,49.0
25082a,35.0
22029a,34.0
768a,22.0
27185a,23.0
10834a,21.0
27302a,35.0
32a,20.0
32263a,62.0
10080a,57.0
9354a,18.0
8718a,64.0
11187a,49.0
31872a,18.0
29364a,46.0
19087a,24.0
837a,25.0
25285a,47.0
20523a,27.0
30942a,34.0
24620a,37.0
20535a,48.0
18717a,25.0
211a,44.0
2977a,34.0
26646a,45.0
30213a,59.0
14475a,32.0
4696a,32.0
30738a,31.0
28542a,36.0
9549a,47.0
20557a,38.0
2808a,44.0
11060a,72.0
16669a,37.0
14764a,49.0
22183a,39.0
7440a,37.0
20159a,42.0
13669a,64.0
22215a,42.0
26231a,54.0
24483a,51.0
10354a,33.0
6567a,40.0
22305a,32.0
105a,29.0
9991a,18.0
17204a,33.0
28315a,45.0
24234a,28.0
2079a,19.0
18895a,26.0
13898a,24.0
22073a,36.0
21319a,19.0
18131a,40.0
32001a,25.0
29632a,31.0
8513a,23.0
3745a,22.0
883a,27.0
24509a,33.0
27304a,31.0
31618a,28.0
7633a,27.0
24156a,70.0
23126a,31.0
19105a,18.0
11311a,34.0
15925a,72.0
24012a,21.0
12740a,58.0
16484a,31.0
8290a,42.0
8373a,33.0
31399a,31.0
28251a,51.0
8172a,29.0
31606a,20.0
31969a,43.0
11552a,28.0
14746a,33.0
31795a,30.0
21296a,23.0
6550a,30.0
12697a,56.0
8503a,18.0
28239a,32.0
3142a,27.0
10230a,39.0
12837a,36.0
19781a,63.0
12469a,34.0
17632a,35.0
6354a,29.0
14216a,22.0
22213a,52.0
1613a,45.0
4350a,53.0
5491a,62.0
22535a,21.0
26647a,48.0
944a,18.0
18856a,25.0
3546a,29.0
21932a,40.0
5670a,30.0
23183a,59.0
16572a,59.0
10836a,30.0
11336a,50.0
1492a,26.0
7501a,35.0
7350a,48.0
14419a,74.0
16334a,50.0
2737a,37.0
17718a,30.0
22035a,39.0
19594a,36.0
23875a,50.0
18972a,32.0
15530a,45.0
29979a,27.0
4991a,33.0
4802a,50.0
29594a,37.0
5712a,43.0
22822a,29.0
11838a,67.0
10629a,47.0
17840a,38.0
17320a,27.0
6437a,19.0
32385a,62.0
2993a,49.0
18369a,27.0
9465a,55.0
26082a,40.0
158a,71.0
27170a,25.0
26034a,67.0
22131a,67.0
17843a,57.0
10931a,59.0
18195a,59.0
11410a,36.0
18588a,23.0
1822a,31.0
24445a,28.0
14585a,56.0
8682a,28.0
21612a,24.0
9104a,66.0
20031a,42.0
32526a,81.0
18620a,63.0
21717a,26.0
15193a,30.0
11617a,52.0
28799a,30.0
11179a,45.0
18791a,37.0
22269a,69.0
23261a,37.0
10952a,38.0
15203a,38.0
1057a,30.0
12842a,52.0
24788a,58.0
16687a,23.0
27824a,53.0
13201a,35.0
18488a,34.0
24334a,38.0
22060a,29.0
12122a,60.0
9735a,35.0
9029a,57.0
7262a,36.0
11640a,39.0
7899a,33.0
22576a,53.0
19431a,19.0
10747a,35.0
22881a,43.0
17461a,28.0
18823a,38.0
5683a,55.0
28587a,25.0
15189a,38.0
19270a,36.0
1599a,19.0
23957a,59.0
16330a,20.0
6538a,28.0
13675a,45.0
17405a,38.0
18572a,53.0
29638a,27.0
22661a,19.0
22409a,34.0
24543a,32.0
6664a,18.0
26022a,39.0
26039a,65.0
2564a,54.0
24984a,40.0
31646a,32.0
585a,31.0
23156a,44.0
22712a,34.0
2232a,36.0
3611a,65.0
23263a,45.0
16241a,37.0
1610a,50.0
21382a,22.0
12879a,56.0
26078a,18.0
15186a,31.0
11454a,44.0
2810a,30.0
14521a,18.0
10327a,50.0
29618a,27.0
3881a,54.0
16108a,41.0
8078a,43.0
2024a,35.0
21152a,63.0
29399a,42.0
18143a,36.0
15812a,22.0
1051a,61.0
31890a,38.0
20640a,38.0
6341a,42.0
13831a,58.0
6747a,75.0
7630a,38.0
7977a,34.0
30825a,34.0
6979a,24.0
10125a,80.0
3342a,57.0
6473a,54.0
19510a,27.0
30762a,62.0
26035a,60.0
801a,43.0
500a,72.0
3255a,49.0
11136a,48.0
26161a,24.0
17311a,32.0
9600a,43.0
5663a,31.0
17676a,68.0
28362a,19.0
1635a,37.0
16722a,28.0
30655a,26.0
25064a,47.0
17728a,27.0
22789a,21.0
29694a,24.0
7573a,63.0
16381a,34.0
21790a,34.0
5600a,29.0
20528a,55.0
22249a,34.0
25202a,39.0
9a,31.0
2152a,30.0
30580a,17.0
24870a,37.0
9716a,24.0
18032a,44.0
32465a,45.0
21738a,21.0
27820a,37.0
25722a,40.0
1443a,36.0
12044a,39.0
8291a,50.0
10200a,45.0
8174a,42.0
12008a,36.0
9721a,47.0
13095a,34.0
25956a,24.0
13732a,28.0
31566a,52.0
18847a,33.0
2570a,56.0
14345a,19.0
22118a,39.0
23140a,22.0
12452a,""
20360a,41.0
3397a,50.0
31925a,25.0
30445a,17.0
28500a,29.0
23356a,19.0
2359a,67.0
16212a,23.0
7938a,19.0
4732a,43.0
16017a,32.0
3391a,45.0
21892a,40.0
28738a,38.0
12656a,36.0
4761a,54.0
5626a,54.0
28091a,45.0
28660a,36.0
3250a,38.0
17651a,28.0
20162a,20.0
29621a,37.0
2820a,31.0
22283a,42.0
26949a,44.0
22549a,43.0
172a,28.0
13127a,37.0
6069a,33.0
25814a,56.0
28512a,57.0
27618a,55.0
5982a,44.0
6556a,34.0
15550a,52.0
27680a,24.0
25163a,17.0
29299a,60.0
8374a,45.0
6617a,33.0
9165a,72.0
12244a,55.0
8532a,51.0
24110a,27.0
358a,40.0
27008a,61.0
11292a,28.0
16702a,37.0
20980a,28.0
3687a,35.0
28395a,20.0
3117a,52.0
2434a,42.0
28749a,48.0
20986a,27.0
12584a,35.0
4873a,39.0
32135a,63.0
26458a,41.0
11505a,29.0
5450a,19.0
6425a,58.0
21106a,17.0
22362a,43.0
25746a,41.0
13810a,42.0
9352a,64.0
32462a,24.0
9916a,29.0
24252a,34.0
16756a,38.0
21056a,55.0
19048a,38.0
20435a,70.0
10986a,26.0
10608a,25.0
1696a,51.0
4114a,22.0
9040a,18.0
10515a,42.0
23672a,56.0
18350a,24.0
16024a,33.0
29775a,39.0
17048a,57.0
25390a,26.0
22523a,42.0
48a,44.0
23900a,47.0
8206a,38.0
20836a,42.0
22062a,28.0
21910a,22.0
731a,23.0
25303a,53.0
25225a,32.0
1674a,20.0
30480a,38.0
7905a,50.0
19166a,60.0
23070a,32.0
16791a,51.0
7586a,19.0
3663a,37.0
23416a,31.0
7877a,44.0
6826a,32.0
18659a,25.0
17511a,36.0
30405a,31.0
31315a,44.0
31266a,20.0
27431a,34.0
9599a,50.0
28806a,63.0
10865a,57.0
18790a,43.0
17349a,44.0
4271a,52.0
22441a,36.0
27592a,19.0
30512a,61.0
19063a,37.0
28610a,33.0
11613a,47.0
23840a,36.0
21186a,37.0
4645a,35.0
24999a,21.0
3496a,21.0
21367a,28.0
11822a,41.0
23823a,20.0
8302a,51.0
11745a,34.0
15339a,42.0
7668a,27.0
3413a,41.0
8432a,82.0
11583a,51.0
8160a,27.0
31367a,25.0
11667a,17.0
28074a,30.0
17399a,29.0
19561a,24.0
18943a,18.0
1071a,22.0
4671a,33.0
4090a,23.0
26138a,20.0
15326a,44.0
14862a,60.0
20919a,49.0
29142a,53.0
28095a,34.0
11165a,20.0
3886a,27.0
28641a,51.0
1262a,53.0
7436a,27.0
8600a,62.0
197a,36.0
4105a,30.0
30615a,24.0
843a,51.0
6653a,29.0
11265a,57.0
9347a,27.0
24546a,46.0
8595a,28.0
31659a,17.0
16470a,18.0
17920a,40.0
6261a,42.0
16921a,34.0
13125a,23.0
29216a,39.0
11080a,35.0
1201a,45.0
852a,26.0
31204a,18.0
9773a,39.0
25933a,69.0
2686a,27.0
5721a,28.0
19534a,26.0
23441a,22.0
8039a,44.0
28890a,41.0
28798a,45.0
20848a,30.0
32077a,59.0
19315a,29.0
3764a,24.0
14442a,18.0
5064a,44.0
9182a,34.0
19443a,44.0
19223a,48.0
6900a,26.0
17477a,62.0
14666a,40.0
28406a,25.0
26253a,28.0
22513a,46.0
2441a,32.0
7230a,41.0
17814a,31.0
9642a,42.0
21220a,50.0
4276a,44.0
31182a,29.0
26428a,38.0
30380a,20.0
23375a,38.0
10016a,74.0
18218a,32.0
27276a,25.0
30526a,49.0
30993a,40.0
7061a,46.0
18723a,36.0
30653a,30.0
29039a,28.0
19690a,80.0
31987a,45.0
3259a,19.0
17739a,36.0
8666a,46.0
18940a,40.0
14928a,40.0
24438a,31.0
21487a,28.0
5097a,65.0
32142a,34.0
15018a,48.0
4371a,29.0
7041a,56.0
16691a,42.0
28051a,35.0
12201a,57.0
23345a,70.0
1984a,36.0
16930a,26.0
7843a,68.0
7316a,26.0
12185a,30.0
21394a,37.0
2368a,34.0
25870a,35.0
31324a,23.0
28194a,21.0
15861a,62.0
4398a,54.0
5193a,32.0
4863a,35.0
8648a,25.0
11122a,43.0
6817a,47.0
10469a,44.0
21187a,28.0
12182a,27.0
25503a,17.0
22888a,50.0
13627a,21.0
14506a,52.0
21521a,29.0
8341a,46.0
26875a,40.0
12249a,42.0
12670a,36.0
9045a,37.0
20143a,31.0
6947a,26.0
29324a,46.0
6007a,33.0
22551a,44.0
357a,65.0
10950a,21.0
29619a,44.0
15754a,38.0
27898a,30.0
7741a,30.0
31426a,30.0
22209a,35.0
29067a,26.0
5194a,61.0
8499a,38.0
15979a,25.0
28496a,55.0
18548a,36.0
15605a,50.0
11443a,33.0
13016a,57.0
18291a,28.0
21125a,54.0
17812a,26.0
10107a,33.0
14626a,27.0
10362a,19.0
11115a,55.0
27678a,34.0
6832a,45.0
24568a,46.0
11639a,48.0
27882a,49.0
8846a,30.0
23683a,42.0
18845a,29.0
18631a,19.0
9696a,52.0
26851a,44.0
30310a,45.0
13246a,28.0
20061a,25.0
22403a,53.0
6782a,22.0
12893a,27.0
19128a,46.0
9054a,50.0
12936a,40.0
8902a,42.0
22602a,60.0
31537a,29.0
23932a,36.0
15407a,32.0
2549a,59.0
19158a,27.0
9340a,46.0
24515a,30.0
23201a,35.0
14584a,58.0
16132a,17.0
3652a,34.0
4194a,21.0
11675a,42.0
11381a,24.0
9679a,29.0
3994a,42.0
2465a,69.0
24729a,32.0
30956a,33.0
23463a,28.0
15548a,32.0
30748a,64.0
2644a,47.0
15080a,30.0
14337a,45.0
2516a,27.0
16440a,35.0
26710a,26.0
4320a,45.0
14154a,36.0
19732a,34.0
20140a,32.0
28904a,50.0
1135a,42.0
13106a,34.0
27917a,29.0
18646a,21.0
22707a,24.0
4042a,44.0
10136a,26.0
16260a,43.0
1293a,39.0
23540a,29.0
27182a,35.0
12428a,28.0
6772a,20.0
3668a,37.0
10017a,23.0
19347a,39.0
23136a,17.0
27708a,17.0
17278a,36.0
8640a,31.0
30129a,34.0
3095a,46.0
1005a,31.0
21041a,30.0
23317a,26.0
8045a,33.0
10101a,27.0
23511a,34.0
1100a,43.0
877a,23.0
27676a,39.0
28619a,34.0
21693a,33.0
10179a,43.0
29816a,32.0
12355a,60.0
21540a,37.0
24282a,34.0
6488a,28.0
24146a,21.0
9526a,33.0
13549a,42.0
24585a,29.0
6956a,27.0
14856a,58.0
11009a,66.0
23062a,45.0
12744a,49.0
4212a,21.0
28447a,61.0
24388a,38.0
29712a,34.0
2170a,59.0
3762a,57.0
6387a,37.0
7051a,31.0
17661a,26.0
32180a,58.0
25859a,37.0
9315a,36.0
2584a,41.0
17506a,78.0
11602a,26.0
11238a,30.0
29336a,33.0
6921a,43.0
945a,20.0
22941a,25.0
26510a,45.0
7787a,49.0
20717a,52.0
22595a,30.0
28226a,39.0
673a,17.0
11521a,47.0
15239a,73.0
27781a,38.0
25191a,42.0
6805a,59.0
25733a,64.0
31076a,26.0
28090a,27.0
32222a,37.0
16038a,22.0
26016a,31.0
15962a,47.0
23133a,28.0
22287a,53.0
19779a,64.0
3075a,20.0
18534a,49.0
21570a,31.0
16960a,26.0
13061a,63.0
31883a,42.0
20313a,21.0
13063a,21.0
16642a,22.0
11422a,31.0
14606a,61.0
19666a,52.0
31992a,48.0
11459a,31.0
9486a,33.0
26860a,26.0
27570a,38.0
2906a,53.0
4704a,33.0
13667a,37.0
22266a,42.0
27964a,65.0
25763a,60.0
5977a,28.0
30935a,22.0
23751a,65.0
8936a,54.0
23965a,38.0
3170a,41.0
13205a,43.0
8408a,31.0
25455a,54.0
5765a,54.0
24931a,33.0
19648a,32.0
10121a,20.0
32332a,50.0
3341a,24.0
14839a,32.0
30205a,27.0
11684a,47.0
617a,30.0
24719a,53.0
14729a,43.0
17684a,36.0
29088a,48.0
898a,22.0
4306a,44.0
11664a,64.0
31844a,67.0
23589a,19.0
454a,42.0
28713a,63.0
24089a,56.0
5951a,24.0
24218a,28.0
22433a,50.0
20340a,26.0
21817a,39.0
29578a,42.0
18181a,34.0
8431a,26.0
25666a,19.0
21249a,61.0
27449a,30.0
871a,44.0
28933a,25.0
25580a,43.0
24061a,63.0
13355a,19.0
27845a,61.0
31421a,44.0
27978a,35.0
31312a,52.0
6660a,46.0
23392a,45.0
31385a,38.0
22678a,40.0
14950a,36.0
28106a,49.0
31982a,26.0
27902a,28.0
21921a,63.0
10685a,64.0
20909a,55.0
24937a,30.0
31806a,19.0
4366a,32.0
10878a,31.0
8224a,48.0
1526a,20.0
19389a,62.0
31153a,57.0
24209a,19.0
5422a,63.0
6933a,37.0
22955a,34.0
3218a,59.0
2235a,33.0
20008a,20.0
4338a,33.0
17872a,47.0
10624a,38.0
1473a,28.0
17406a,22.0
30663a,24.0
20588a,33.0
11547a,46.0
28585a,32.0
29256a,45.0
7049a,55.0
6051a,65.0
22079a,39.0
26704a,29.0
26199a,38.0
14700a,43.0
4204a,55.0
3036a,61.0
25375a,29.0
20012a,35.0
4021a,37.0
27901a,42.0
9810a,50.0
530a,44.0
9681a,29.0
9840a,55.0
10580a,36.0
15032a,49.0
4120a,25.0
5340a,20.0
3264a,31.0
15464a,34.0
29878a,49.0
25298a,69.0
13731a,45.0
27179a,34.0
29258a,56.0
24440a,58.0
902a,51.0
3402a,58.0
7266a,35.0
27508a,65.0
5361a,19.0
20962a,29.0
307a,26.0
6095a,30.0
728a,20.0
23826a,62.0
12666a,37.0
4136a,23.0
31744a,38.0
24449a,22.0
26020a,25.0
17266a,44.0
20648a,38.0
4784a,19.0
10074a,62.0
26993a,19.0
8292a,17.0
22995a,41.0
16457a,46.0
28986a,49.0
12050a,46.0
32040a,24.0
14891a,28.0
4175a,17.0
24041a,27.0
30430a,38.0
1559a,25.0
1214a,54.0
28322a,30.0
16972a,66.0
21239a,29.0
8841a,53.0
8672a,33.0
22813a,45.0
13789a,57.0
13378a,42.0
4059a,46.0
25512a,30.0
15674a,27.0
20785a,26.0
13275a,53.0
15112a,41.0
28248a,47.0
15406a,49.0
525a,44.0
16071a,29.0
24168a,23.0
16233a,18.0
29699a,55.0
22010a,44.0
26660a,20.0
30504a,43.0
20333a,21.0
22877a,58.0
29605a,30.0
20679a,18.0
14011a,45.0
20867a,27.0
1313a,20.0
12523a,33.0
27714a,45.0
31154a,53.0
8897a,63.0
28949a,81.0
24199a,36.0
19530a,38.0
21317a,45.0
22512a,51.0
15634a,58.0
4918a,25.0
15997a,58.0
17686a,46.0
15345a,18.0
14179a,71.0
18221a,43.0
12636a,41.0
5715a,46.0
21448a,41.0
29642a,46.0
31430a,26.0
25551a,40.0
13890a,33.0
24842a,31.0
22902a,31.0
8756a,50.0
12172a,20.0
2274a,41.0
30744a,21.0
22702a,53.0
22003a,32.0
12609a,28.0
18236a,37.0
14428a,41.0
8863a,46.0
24227a,45.0
14074a,54.0
1494a,53.0
19965a,30.0
15494a,67.0
22533a,56.0
5903a,30.0
7584a,28.0
24004a,63.0
5516a,21.0
11644a,28.0
14926a,31.0
4664a,35.0
22973a,47.0
18737a,58.0
5849a,67.0
31384a,51.0
13163a,34.0
14135a,35.0
29852a,41.0
4851a,60.0
21033a,25.0
22394a,58.0
27161a,30.0
6533a,49.0
17109a,65.0
18535a,65.0
2397a,53.0
382a,46.0
14248a,54.0
4841a,20.0
10650a,22.0
3302a,53.0
4354a,63.0
4183a,67.0
28257a,53.0
22567a,45.0
32399a,24.0
30661a,21.0
13032a,35.0
26265a,29.0
14652a,43.0
11255a,31.0
8103a,44.0
32401a,53.0
4314a,19.0
22404a,60.0
31638a,31.0
20827a,81.0
1727a,55.0
19212a,17.0
10583a,51.0
6614a,23.0
9134a,20.0
3018a,55.0
19883a,27.0
5787a,43.0
3152a,24.0
22492a,34.0
22668a,39.0
24932a,34.0
8864a,30.0
8923a,36.0
23162a,35.0
17904a,58.0
16441a,49.0
22960a,35.0
21792a,40.0
1225a,38.0
26788a,33.0
16548a,43.0
11925a,55.0
9318a,32.0
9004a,38.0
29211a,24.0
30428a,42.0
17688a,26.0
11000a,34.0
21990a,37.0
7039a,19.0
5077a,32.0
25383a,49.0
9708a,43.0
9789a,36.0
14057a,46.0
27354a,30.0
22280a,40.0
26531a,38.0
8211a,31.0
25720a,23.0
25896a,43.0
8563a,49.0
17193a,18.0
18736a,69.0
29432a,41.0
15561a,53.0
23882a,17.0
9064a,46.0
10790a,34.0
3271a,73.0
21082a,38.0
2325a,63.0
6978a,34.0
19914a,35.0
12314a,68.0
7386a,25.0
3963a,30.0
14353a,44.0
26823a,52.0
16758a,43.0
29835a,53.0
22099a,42.0
20474a,43.0
14313a,34.0
426a,25.0
24081a,40.0
1425a,53.0
29761a,58.0
12371a,69.0
2884a,45.0
14376a,25.0
24446a,24.0
15871a,36.0
5106a,33.0
1497a,32.0
27677a,39.0
14012a,38.0
2409a,45.0
685a,18.0
19033a,34.0
30723a,48.0
22951a,20.0
22859a,37.0
27924a,32.0
18042a,58.0
13672a,34.0
14841a,21.0
13514a,22.0
31673a,27.0
8216a,22.0
12781a,50.0
30012a,51.0
12678a,47.0
8102a,34.0
22548a,47.0
2350a,25.0
24717a,35.0
24216a,58.0
25286a,29.0
19665a,52.0
17924a,48.0
26547a,62.0
31070a,26.0
2264a,31.0
8510a,24.0
23941a,26.0
18183a,49.0
3208a,23.0
20951a,38.0
18270a,27.0
12475a,36.0
21032a,22.0
32054a,33.0
10618a,42.0
26382a,59.0
20688a,45.0
14849a,33.0
24236a,33.0
21681a,28.0
20933a,30.0
28411a,23.0
2456a,37.0
24297a,54.0
10259a,35.0
6233a,""
20568a,22.0
1982a,49.0
6891a,39.0
31956a,46.0
20596a,54.0
1725a,21.0
19420a,35.0
15738a,28.0
14724a,28.0
23116a,24.0
6019a,23.0
6379a,48.0
2608a,45.0
497a,20.0
8876a,36.0
11155a,20.0
24025a,34.0
1289a,37.0
19948a,34.0
18262a,34.0
29084a,53.0
1423a,40.0
6196a,21.0
25490a,29.0
18942a,50.0
4478a,22.0
7765a,42.0
19402a,30.0
25935a,47.0
5339a,28.0
7174a,64.0
5851a,18.0
15862a,20.0
30549a,18.0
12923a,27.0
20173a,63.0
19099a,42.0
4718a,34.0
24397a,25.0
18061a,55.0
27648a,35.0
29625a,25.0
8611a,24.0
26700a,18.0
25116a,25.0
25555a,51.0
15042a,37.0
19548a,23.0
10361a,41.0
10500a,56.0
27732a,47.0
13829a,31.0
26276a,53.0
