Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDW49,19.5,Low Fat,0.08288849599999999,Canned,178.6002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDC50,15.85,Low Fat,0.0,Canned,96.4094,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDP22,"",Regular,0.0,Snack Foods,52.6666,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDW07,18.0,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCE19,8.97,Low Fat,0.093203257,Household,52.7956,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRP35,"",Low Fat,0.090427268,Hard Drinks,126.2336,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCC06,19.0,Low Fat,0.027139012999999997,Household,127.3336,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCC06,19.0,Low Fat,0.027139012999999997,Household,127.3336,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDA27,20.35,Regular,0.0,Dairy,256.7672,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDW23,"",Low Fat,0.143592939,Baking Goods,37.3164,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDU01,20.25,Regular,0.011995271000000002,Canned,184.5924,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDL51,20.7,Regular,0.047565208,Dairy,213.4876,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDP59,20.85,Regular,0.056580227999999996,Breads,105.6648,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDS09,"",Regular,0.141975462,Snack Foods,49.6008,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRH15,8.775,Low Fat,0.0,Dairy,45.9428,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCO54,"",Low Fat,0.014205168,Household,56.7614,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCO54,"",Low Fat,0.014205168,Household,56.7614,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDU46,10.3,Regular,0.011117041000000001,Snack Foods,85.854,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCE43,12.5,Low Fat,0.103422709,Household,169.9448,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDS26,"",Low Fat,0.089035961,Dairy,260.5594,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDS26,"",Low Fat,0.089035961,Dairy,260.5594,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRB48,"",Regular,0.024733134,Soft Drinks,40.2822,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,<=2k
NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCC42,15.0,Low Fat,0.044871033,Health and Hygiene,140.3838,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDZ15,13.1,Low Fat,0.020870744,Dairy,117.3782,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCS54,13.6,Low Fat,0.009984847,Household,175.437,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCS54,13.6,Low Fat,0.009984847,Household,175.437,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDH16,10.5,Low Fat,0.052852620999999995,Frozen Foods,88.78299999999999,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDG24,7.975,Low Fat,0.014660821000000001,Baking Goods,85.125,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCH06,12.3,Low Fat,0.07670963900000001,Household,247.84599999999998,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184.8924,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDV51,16.35,Low Fat,0.054463442,Meat,163.8842,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCP42,8.51,Low Fat,0.016201845,Household,195.2478,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDN09,14.15,Low Fat,0.05837308,Snack Foods,243.9828,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDA40,16.0,Regular,0.09925243800000001,Frozen Foods,87.4856,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDK24,9.195,Low Fat,0.0,Baking Goods,43.6744,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCM07,9.395,Low Fat,0.039954281,Others,82.4908,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDQ37,20.75,Low Fat,0.14940405699999998,Breakfast,192.8478,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDK28,5.695,Low Fat,0.065857092,Frozen Foods,258.5646,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDL48,19.35,Regular,0.082197959,Baking Goods,49.2034,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDL48,19.35,Regular,0.082197959,Baking Goods,49.2034,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRD37,9.8,Low Fat,0.013898123,Soft Drinks,46.506,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDZ47,"",Regular,0.078912473,Baking Goods,99.9042,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDZ47,"",Regular,0.078912473,Baking Goods,99.9042,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDD08,8.3,Low Fat,0.03532494,Fruits and Vegetables,38.9506,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDY56,16.35,Regular,0.062411404000000004,Fruits and Vegetables,225.9062,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCE06,"",Low Fat,0.160178832,Household,160.2894,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDU52,7.56,Low Fat,0.06390019,Frozen Foods,157.263,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDU52,7.56,Low Fat,0.06390019,Frozen Foods,157.263,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDO19,"",Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDA44,19.7,Low Fat,0.089083914,Fruits and Vegetables,54.593,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDV37,"",Regular,0.083109455,Canned,195.8426,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDG53,10.0,Low Fat,0.045818773,Frozen Foods,138.718,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDG53,10.0,Low Fat,0.045818773,Frozen Foods,138.718,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDI14,14.1,Low Fat,0.089677773,Canned,139.8496,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDS32,17.75,Regular,0.0,Fruits and Vegetables,139.9838,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDJ20,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDT08,13.65,Low Fat,0.049318315,Fruits and Vegetables,149.005,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDO22,13.5,Regular,0.017960491999999998,Snack Foods,81.596,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDO22,13.5,Regular,0.017960491999999998,Snack Foods,81.596,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDC53,8.68,Low Fat,0.008871687,Frozen Foods,99.7384,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRB48,16.75,Regular,0.0,Soft Drinks,39.3822,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
NCV42,6.26,Low Fat,0.031470832000000004,Household,110.2228,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDW03,5.63,Regular,0.024579432000000002,Meat,105.3306,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDW03,5.63,Regular,0.024579432000000002,Meat,105.3306,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL25,6.92,Regular,0.131665479,Breakfast,91.8804,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDC17,12.15,Low Fat,0.015523707,Frozen Foods,212.0928,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDZ22,9.395,Low Fat,0.045361705,Snack Foods,83.825,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCK19,9.8,Low Fat,0.09039035699999999,Others,192.1478,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCK19,9.8,Low Fat,0.09039035699999999,Others,192.1478,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCF31,9.13,Low Fat,0.051952572999999995,Household,152.3024,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCH30,17.1,Low Fat,0.067141355,Household,114.586,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCH30,17.1,Low Fat,0.067141355,Household,114.586,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCJ30,5.82,Low Fat,0.080640478,Household,167.77900000000002,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDU04,7.93,Low Fat,0.0,Frozen Foods,123.2414,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDU04,7.93,Low Fat,0.0,Frozen Foods,123.2414,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRK37,5.0,Low Fat,0.044004675,Soft Drinks,188.85299999999998,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDN27,20.85,Low Fat,0.0,Meat,115.1808,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCF42,17.35,Low Fat,0.167383061,Household,175.6712,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDR58,6.675,Low Fat,0.041913535,Snack Foods,90.7462,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDK14,6.98,Low Fat,0.041105789,Canned,83.4934,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDX46,12.3,Regular,0.0,Snack Foods,57.3562,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRJ35,10.1,Low Fat,0.046545786,Hard Drinks,59.9878,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
DRJ35,10.1,Low Fat,0.046545786,Hard Drinks,59.9878,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDO19,17.7,Regular,0.016630303,Fruits and Vegetables,48.1034,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDP13,8.1,Regular,0.134532392,Canned,39.448,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX09,"",Low Fat,0.064933297,Snack Foods,174.83700000000002,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDX09,"",Low Fat,0.064933297,Snack Foods,174.83700000000002,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDU13,8.355,Low Fat,0.18832266399999997,Canned,148.5418,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDC46,"",Low Fat,0.11597812199999999,Snack Foods,183.4266,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC46,"",Low Fat,0.11597812199999999,Snack Foods,183.4266,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC46,"",Low Fat,0.11597812199999999,Snack Foods,183.4266,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRG39,14.15,Low Fat,0.042352822000000005,Dairy,51.6982,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
NCG43,20.2,Low Fat,0.074541867,Household,94.1462,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCR38,17.25,Low Fat,0.114160573,Household,253.1724,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCR38,17.25,Low Fat,0.114160573,Household,253.1724,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
DRF01,5.655,Low Fat,0.175352413,Soft Drinks,147.4102,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDF53,20.75,Regular,0.083590755,Frozen Foods,182.2318,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDD38,16.75,Regular,0.008208341999999999,Canned,102.8674,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRF15,18.35,Low Fat,0.03334929,Dairy,155.034,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDJ08,11.1,Low Fat,0.11129811099999999,Fruits and Vegetables,191.7846,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCE31,7.67,Low Fat,0.184689756,Household,35.4216,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCE31,7.67,Low Fat,0.184689756,Household,35.4216,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDO51,"",Regular,0.041779181,Meat,43.4112,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDO51,"",Regular,0.041779181,Meat,43.4112,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
DRK23,8.395,Low Fat,0.07226985,Hard Drinks,254.104,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDG20,15.5,Regular,0.21037580600000003,Fruits and Vegetables,178.2028,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDG20,15.5,Regular,0.21037580600000003,Fruits and Vegetables,178.2028,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDD58,7.76,Low Fat,0.059341019,Snack Foods,99.77,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDS10,"",Low Fat,0.035015199999999996,Snack Foods,182.0318,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDU32,8.785,Low Fat,0.0,Fruits and Vegetables,123.0414,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDG09,20.6,Regular,0.04792722,Fruits and Vegetables,185.9556,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDC33,"",Regular,0.068604503,Fruits and Vegetables,197.3768,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCU17,5.32,Low Fat,0.09302771800000001,Health and Hygiene,101.4674,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCZ06,"",Low Fat,0.164864915,Household,255.2698,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
DRH25,"",Low Fat,0.014522363,Soft Drinks,50.2324,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,<=2k
NCQ53,17.6,Low Fat,0.019012262,Health and Hygiene,237.15900000000002,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCT18,14.6,Low Fat,0.059393919,Household,181.7976,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDF14,7.55,Low Fat,0.027212057999999997,Canned,152.734,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCE31,7.67,Low Fat,0.185218446,Household,36.3216,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCE31,7.67,Low Fat,0.185218446,Household,36.3216,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCE31,7.67,Low Fat,0.185218446,Household,36.3216,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDH21,10.395,Low Fat,0.031273559,Seafood,160.0604,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDA14,"",Low Fat,0.11412741800000001,Dairy,147.17600000000002,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDG21,17.35,Regular,0.14689586599999999,Seafood,149.605,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDN20,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,167.0474,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDN20,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,167.0474,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDN20,19.35,Low Fat,0.026181892999999998,Fruits and Vegetables,167.0474,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCN29,15.2,Low Fat,0.012184998999999998,Health and Hygiene,50.3034,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCN29,15.2,Low Fat,0.012184998999999998,Health and Hygiene,50.3034,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
FDO52,"",Regular,0.076790922,Frozen Foods,172.1106,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDW49,19.5,Low Fat,0.082552214,Canned,179.8002,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDP33,18.7,Low Fat,0.08927225300000001,Snack Foods,254.7672,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDU11,4.785,Low Fat,0.092781435,Breads,119.7098,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDO34,17.7,Low Fat,0.030108283,Snack Foods,165.9816,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDE38,"",Low Fat,0.044391149000000005,Canned,164.3842,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY02,8.945,Regular,0.0,Dairy,264.791,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
DRN47,12.1,Low Fat,0.028164527,Hard Drinks,178.166,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
FDA01,15.0,Regular,0.054367970999999994,Canned,58.5904,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDA01,15.0,Regular,0.054367970999999994,Canned,58.5904,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDV56,"",Regular,0.013529883999999999,Fruits and Vegetables,106.2596,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDV56,"",Regular,0.013529883999999999,Fruits and Vegetables,106.2596,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRE13,6.28,Low Fat,0.027699862999999998,Soft Drinks,87.9198,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDD50,18.85,Low Fat,0.141642219,Canned,168.1132,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDC04,"",Low Fat,0.044767800999999996,Dairy,241.8854,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC04,"",Low Fat,0.044767800999999996,Dairy,241.8854,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDN15,17.5,Low Fat,0.028009382000000003,Meat,141.718,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDN15,17.5,Low Fat,0.028009382000000003,Meat,141.718,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDN15,17.5,Low Fat,0.028009382000000003,Meat,141.718,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDV56,16.1,Regular,0.013584408000000001,Fruits and Vegetables,107.7596,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCR29,7.565,Low Fat,0.054751689000000006,Health and Hygiene,54.793,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCR29,7.565,Low Fat,0.054751689000000006,Health and Hygiene,54.793,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDW01,"",Low Fat,0.06375030200000001,Canned,153.4682,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDC10,"",Regular,0.07252476,Snack Foods,120.3098,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRB25,12.3,Low Fat,0.069446588,Soft Drinks,106.3938,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDY07,11.8,Low Fat,0.12184843599999999,Fruits and Vegetables,46.8402,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCO06,19.25,Low Fat,0.10847050400000001,Household,33.4558,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDO10,13.65,Regular,0.0,Snack Foods,55.8588,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDO10,13.65,Regular,0.0,Snack Foods,55.8588,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
