ifa,age,workclass,fnlwgt,education,income,dt_1,dt_2
333a,47,Private,178686,Assoc-voc,<=50K,11/24/17 1:30,11/27/17 1:30
334a,55,Local-gov,98545,10th,<=50K,11/24/17 9:51,11/27/17 9:51
335a,53,Private,242606,HS-grad,<=50K,11/24/17 14:32,12/2/17 14:32
336a,17,Private,270942,5th-6th,<=50K,11/25/17 19:38,11/28/17 19:38
337a,30,Private,94235,HS-grad,<=50K,11/25/17 23:32,12/2/17 23:32
338a,49,Private,71195,Masters,<=50K,11/26/17 7:35,12/3/17 7:35
339a,19,Private,104112,HS-grad,<=50K,11/27/17 8:58,12/5/17 8:58
340a,45,Private,261192,HS-grad,<=50K,11/27/17 18:24,11/30/17 18:24
341a,26,Private,94936,Assoc-acdm,<=50K,11/27/17 23:10,12/7/17 23:10
342a,38,Private,296478,Assoc-voc,>50K,11/29/17 9:05,12/1/17 9:05
343a,36,State-gov,119272,HS-grad,>50K,11/29/17 21:42,12/3/17 21:42
344a,33,Private,85043,HS-grad,<=50K,11/29/17 23:33,12/1/17 23:33
345a,22,State-gov,293364,Some-college,<=50K,11/29/17 23:43,12/11/17 23:43
346a,43,Self-emp-not-inc,241895,Bachelors,<=50K,11/30/17 3:02,12/4/17 3:02
347a,67,?,36135,11th,<=50K,12/2/17 6:18,12/12/17 6:18
348a,30,?,151989,Assoc-voc,<=50K,12/4/17 6:36,12/7/17 6:36
349a,56,Private,101128,Assoc-acdm,<=50K,12/4/17 20:08,12/16/17 20:08
350a,31,Private,156464,Bachelors,<=50K,12/5/17 10:15,12/16/17 10:15
351a,33,Private,117963,Bachelors,>50K,12/6/17 10:48,12/13/17 10:48
352a,26,Private,192262,HS-grad,<=50K,12/9/17 8:05,12/14/17 8:05
353a,33,Private,111363,Bachelors,>50K,12/11/17 5:16,12/22/17 5:16
354a,46,Local-gov,329752,11th,<=50K,12/12/17 7:03,12/16/17 7:03
355a,59,?,372020,Bachelors,>50K,12/12/17 9:37,12/21/17 9:37
356a,38,Federal-gov,95432,,>50K,12/13/17 7:56,12/22/17 7:56
357a,65,Private,161400,,<=50K,12/13/17 14:09,12/25/17 14:09
358a,40,Private,96129,,>50K,12/14/17 7:20,12/21/17 7:20
359a,42,Private,111949,,<=50K,12/14/17 17:40,12/17/17 17:40
360a,26,Self-emp-not-inc,117125,,<=50K,12/14/17 18:35,12/22/17 18:35
361a,36,Private,348022,10th,<=50K,12/17/17 2:43,12/29/17 2:43
362a,62,Private,270092,Masters,>50K,12/17/17 4:39,12/22/17 4:39
363a,43,Private,180609,Bachelors,<=50K,12/17/17 5:30,12/28/17 5:30
364a,43,Private,174575,Bachelors,>50K,12/18/17 20:59,12/21/17 20:59
365a,22,Private,410439,HS-grad,<=50K,12/18/17 23:13,12/25/17 23:13
366a,28,Private,92262,HS-grad,<=50K,12/19/17 3:11,12/26/17 3:11
367a,56,Self-emp-not-inc,183081,Some-college,<=50K,12/19/17 20:41,12/29/17 20:41
368a,22,Private,362589,Assoc-acdm,<=50K,12/19/17 21:54,12/29/17 21:54
369a,57,Private,212448,Bachelors,>50K,12/20/17 0:39,12/30/17 0:39
370a,39,Private,481060,HS-grad,<=50K,12/20/17 5:32,12/26/17 5:32
371a,26,Federal-gov,185885,Some-college,<=50K,12/20/17 17:56,12/29/17 17:56
372a,17,Private,89821,11th,<=50K,12/22/17 9:31,12/24/17 9:31
373a,40,State-gov,184018,Assoc-voc,>50K,12/23/17 9:24,1/2/18 9:24
374a,45,Private,256649,HS-grad,<=50K,12/23/17 18:38,12/25/17 18:38
375a,44,Private,160323,HS-grad,<=50K,12/23/17 22:00,12/27/17 22:00
376a,20,Local-gov,350845,Some-college,<=50K,12/24/17 13:21,1/1/18 13:21
377a,33,Private,267404,HS-grad,<=50K,12/25/17 5:57,12/29/17 5:57
378a,23,Private,35633,Some-college,<=50K,12/25/17 7:41,1/6/18 7:41
379a,46,Self-emp-not-inc,80914,Masters,<=50K,12/25/17 17:33,1/3/18 17:33
380a,38,Private,172927,HS-grad,<=50K,12/26/17 3:21,12/31/17 3:21
381a,54,Private,174319,HS-grad,<=50K,12/26/17 5:04,1/2/18 5:04
382a,46,Private,214955,5th-6th,<=50K,12/26/17 20:23,1/4/18 20:23
383a,25,Private,344991,Some-college,<=50K,12/27/17 0:11,1/8/18 0:11
384a,46,Private,108699,Some-college,<=50K,12/27/17 7:42,1/5/18 7:42
385a,36,Local-gov,117312,Some-college,<=50K,12/27/17 7:59,12/30/17 7:59
386a,23,Private,396099,HS-grad,<=50K,12/27/17 10:08,1/8/18 10:08
387a,29,Private,134152,HS-grad,<=50K,12/27/17 17:56,1/5/18 17:56
388a,44,Private,162028,Some-college,>50K,12/27/17 22:34,1/6/18 22:34
389a,19,Private,25429,Some-college,<=50K,12/28/17 4:38,12/31/17 4:38
390a,19,Private,232392,HS-grad,<=50K,12/28/17 7:03,12/30/17 7:03
391a,35,Private,220098,HS-grad,>50K,12/28/17 9:08,12/31/17 9:08
392a,27,Private,301302,Bachelors,<=50K,12/28/17 18:27,1/9/18 18:27
393a,46,Self-emp-not-inc,277946,Assoc-acdm,<=50K,12/28/17 21:54,1/7/18 21:54
394a,34,State-gov,98101,Bachelors,>50K,12/29/17 6:39,1/2/18 6:39
395a,34,Private,196164,HS-grad,<=50K,12/30/17 1:57,1/7/18 1:57
396a,44,Private,115562,Some-college,<=50K,12/30/17 23:03,1/5/18 23:03
397a,45,Private,96975,Some-college,<=50K,12/31/17 6:04,1/4/18 6:04
398a,20,?,137300,HS-grad,<=50K,1/1/18 8:24,1/12/18 8:24
399a,25,Private,86872,Bachelors,>50K,1/2/18 1:56,1/7/18 1:56
400a,52,Self-emp-inc,132178,Bachelors,>50K,1/2/18 6:22,1/10/18 6:22
401a,20,Private,416103,Some-college,<=50K,1/2/18 7:00,1/8/18 7:00
402a,28,Private,108574,Some-college,<=50K,1/3/18 9:04,1/6/18 9:04
403a,50,State-gov,288353,Bachelors,>50K,1/4/18 6:54,1/16/18 6:54
404a,34,Private,227689,Assoc-voc,<=50K,1/4/18 20:09,1/16/18 20:09
405a,28,Private,166481,7th-8th,<=50K,1/5/18 0:29,1/9/18 0:29
406a,41,Private,445382,Masters,>50K,1/5/18 0:31,1/11/18 0:31
407a,28,Private,110145,HS-grad,<=50K,1/5/18 0:49,1/14/18 0:49
408a,46,Self-emp-not-inc,317253,HS-grad,<=50K,1/5/18 1:38,1/9/18 1:38
409a,28,?,123147,Some-college,>50K,1/5/18 2:40,1/9/18 2:40
410a,32,Private,364657,Some-college,<=50K,1/5/18 3:20,1/15/18 3:20
411a,41,Local-gov,42346,Some-college,<=50K,1/5/18 3:31,1/11/18 3:31
412a,24,Private,241951,HS-grad,<=50K,1/5/18 4:03,1/10/18 4:03
413a,33,Private,118500,Some-college,<=50K,1/5/18 4:14,1/7/18 4:14
414a,46,Private,188386,Doctorate,>50K,1/5/18 4:24,1/7/18 4:24
415a,31,State-gov,1033222,Some-college,<=50K,1/5/18 4:33,1/11/18 4:33
416a,35,Private,92440,12th,>50K,1/5/18 5:02,1/16/18 5:02
417a,52,Private,190762,1st-4th,<=50K,1/5/18 6:38,1/8/18 6:38
418a,30,Private,426017,11th,<=50K,1/5/18 6:38,1/17/18 6:38
419a,34,Local-gov,243867,11th,<=50K,1/5/18 7:05,1/9/18 7:05
420a,34,State-gov,240283,HS-grad,<=50K,1/5/18 7:43,1/14/18 7:43
421a,20,Private,61777,Some-college,<=50K,1/5/18 9:22,1/7/18 9:22
422a,17,Private,175024,11th,<=50K,1/5/18 10:27,1/7/18 10:27
423a,32,State-gov,92003,Bachelors,>50K,1/5/18 12:18,1/10/18 12:18
424a,29,Private,188401,HS-grad,<=50K,1/5/18 18:38,1/10/18 18:38
425a,33,Private,228528,10th,<=50K,1/5/18 19:44,1/16/18 19:44
426a,25,Private,133373,HS-grad,<=50K,1/6/18 0:43,1/8/18 0:43
427a,36,Federal-gov,255191,Masters,<=50K,1/6/18 1:00,1/18/18 1:00
428a,23,Private,204653,HS-grad,<=50K,1/6/18 1:00,1/13/18 1:00
429a,63,Self-emp-inc,222289,HS-grad,>50K,1/6/18 1:28,1/16/18 1:28
430a,47,Local-gov,287480,Masters,<=50K,1/6/18 4:42,1/17/18 4:42
431a,80,?,107762,HS-grad,<=50K,1/6/18 5:16,1/12/18 5:16
432a,17,?,202521,11th,<=50K,1/6/18 7:59,1/15/18 7:59
433a,40,Self-emp-not-inc,204116,Bachelors,<=50K,1/6/18 8:01,1/10/18 8:01
434a,30,Private,29662,Assoc-acdm,>50K,1/6/18 8:57,1/13/18 8:57
435a,27,Private,116358,Some-college,<=50K,1/6/18 21:30,1/12/18 21:30
436a,33,Private,208405,Masters,>50K,1/7/18 0:13,1/18/18 0:13
437a,34,Local-gov,284843,HS-grad,<=50K,1/7/18 0:56,1/12/18 0:56
438a,34,Local-gov,117018,Some-college,<=50K,1/7/18 1:01,1/14/18 1:01
439a,23,Private,81281,Some-college,<=50K,1/7/18 1:19,1/12/18 1:19
440a,42,Local-gov,340148,Some-college,<=50K,1/7/18 4:23,1/14/18 4:23
441a,29,Private,363425,Bachelors,<=50K,1/7/18 8:02,1/14/18 8:02
442a,45,Private,45857,HS-grad,<=50K,1/7/18 9:15,1/9/18 9:15
443a,24,Federal-gov,191073,HS-grad,<=50K,1/7/18 19:23,1/17/18 19:23
444a,44,Private,116632,Some-college,>50K,1/7/18 21:52,1/19/18 21:52
445a,27,Private,405855,,<=50K,1/8/18 1:23,1/11/18 1:23
446a,20,Private,298227,Some-college,<=50K,1/8/18 1:56,1/19/18 1:56
447a,44,Private,290521,HS-grad,<=50K,1/8/18 5:11,1/12/18 5:11
448a,51,Private,56915,HS-grad,<=50K,1/8/18 20:17,1/13/18 20:17
449a,20,Private,146538,HS-grad,<=50K,1/8/18 22:39,1/14/18 22:39
450a,17,?,258872,11th,<=50K,1/9/18 1:50,1/11/18 1:50
451a,19,Private,206399,HS-grad,<=50K,1/9/18 5:39,1/17/18 5:39
452a,45,Self-emp-inc,197332,Some-college,>50K,1/9/18 6:27,1/11/18 6:27
453a,60,Private,245062,HS-grad,>50K,1/9/18 8:04,1/19/18 8:04
454a,42,Private,197583,Assoc-acdm,>50K,1/9/18 8:48,1/18/18 8:48
455a,44,Self-emp-not-inc,234885,HS-grad,>50K,1/9/18 14:32,1/12/18 14:32
456a,40,Private,72887,Assoc-voc,>50K,1/9/18 21:11,1/15/18 21:11
457a,30,Private,180374,HS-grad,<=50K,1/9/18 23:15,1/17/18 23:15
458a,38,Private,351299,Some-college,<=50K,1/10/18 0:01,1/14/18 0:01
459a,23,Private,54012,HS-grad,<=50K,1/10/18 0:44,1/19/18 0:44
460a,32,?,115745,Some-college,<=50K,1/10/18 0:55,1/22/18 0:55
461a,44,Private,116632,Assoc-acdm,<=50K,1/10/18 0:57,1/12/18 0:57
462a,54,Local-gov,288825,HS-grad,<=50K,1/10/18 1:13,1/19/18 1:13
463a,32,Private,132601,Bachelors,<=50K,1/10/18 1:40,1/16/18 1:40
464a,50,Private,193374,1st-4th,<=50K,1/10/18 6:08,1/20/18 6:08
465a,24,Private,170070,Bachelors,<=50K,1/10/18 11:41,1/13/18 11:41
466a,37,Private,126708,HS-grad,<=50K,1/10/18 19:09,1/15/18 19:09
467a,52,Private,35598,HS-grad,<=50K,1/10/18 20:31,1/22/18 20:31
468a,38,Private,33983,Some-college,<=50K,1/10/18 21:31,1/21/18 21:31
469a,49,Private,192776,Masters,>50K,1/10/18 21:41,1/15/18 21:41
470a,30,Private,118551,Bachelors,>50K,1/11/18 0:22,1/20/18 0:22
471a,60,Private,201965,Some-college,>50K,1/11/18 0:38,1/16/18 0:38
472a,22,?,139883,Some-college,<=50K,1/11/18 1:08,1/14/18 1:08
473a,35,Private,285020,HS-grad,<=50K,1/11/18 2:19,1/17/18 2:19
474a,30,Private,303990,HS-grad,<=50K,1/11/18 7:05,1/15/18 7:05
475a,67,Private,49401,Assoc-voc,<=50K,1/12/18 0:28,1/19/18 0:28
476a,46,Private,279196,Bachelors,<=50K,1/12/18 3:08,1/14/18 3:08
477a,17,Private,211870,,<=50K,1/12/18 3:14,1/17/18 3:14
478a,22,Private,281432,Some-college,<=50K,1/12/18 7:39,1/19/18 7:39
479a,27,Private,161155,10th,<=50K,1/12/18 7:53,1/22/18 7:53
480a,23,Private,197904,HS-grad,<=50K,1/12/18 8:40,1/17/18 8:40
481a,33,Private,111746,Assoc-acdm,<=50K,1/12/18 13:56,1/20/18 13:56
482a,43,Self-emp-not-inc,170721,Some-college,<=50K,1/12/18 18:07,1/20/18 18:07
483a,28,State-gov,70100,Bachelors,<=50K,1/12/18 20:27,1/21/18 20:27
484a,41,Private,193626,HS-grad,<=50K,1/12/18 20:28,1/22/18 20:28
485a,52,?,271749,12th,<=50K,1/12/18 21:01,1/15/18 21:01
486a,25,Private,189775,Some-college,<=50K,1/12/18 21:42,1/15/18 21:42
487a,63,?,401531,1st-4th,<=50K,1/14/18 4:41,1/19/18 4:41
488a,59,Local-gov,286967,HS-grad,<=50K,1/15/18 1:25,1/24/18 1:25
489a,45,Local-gov,164427,Bachelors,<=50K,1/15/18 2:41,1/18/18 2:41
490a,38,Private,91039,Bachelors,>50K,1/16/18 19:18,1/18/18 19:18
491a,40,Private,347934,HS-grad,<=50K,1/17/18 7:59,1/23/18 7:59
492a,46,Federal-gov,371373,HS-grad,<=50K,1/18/18 7:16,1/24/18 7:16
493a,35,Private,32220,Assoc-acdm,<=50K,1/18/18 10:06,1/20/18 10:06
494a,34,Private,187251,HS-grad,<=50K,1/20/18 5:38,2/1/18 5:38
495a,33,Private,178107,Bachelors,<=50K,1/20/18 8:32,1/24/18 8:32
496a,41,Private,343121,HS-grad,<=50K,1/21/18 2:25,1/27/18 2:25
497a,20,Private,262749,Some-college,<=50K,1/21/18 10:02,1/25/18 10:02
498a,23,Private,403107,5th-6th,<=50K,1/21/18 21:05,1/30/18 21:05
499a,26,Private,64293,Some-college,<=50K,1/22/18 3:25,2/1/18 3:25
500a,72,?,303588,HS-grad,<=50K,1/23/18 19:01,1/29/18 19:01
501a,23,Local-gov,324960,HS-grad,<=50K,1/25/18 22:43,2/4/18 22:43
502a,62,Local-gov,114060,HS-grad,<=50K,1/25/18 23:44,1/28/18 23:44
503a,52,Private,48925,Some-college,<=50K,1/26/18 0:34,2/1/18 0:34
504a,58,Private,180980,Some-college,<=50K,1/26/18 11:40,2/5/18 11:40
505a,25,Private,181054,Bachelors,<=50K,1/26/18 12:02,2/5/18 12:02
506a,24,Private,388093,Bachelors,<=50K,1/26/18 18:40,2/2/18 18:40
507a,19,Private,249609,Some-college,<=50K,1/27/18 1:45,2/3/18 1:45
508a,43,Private,112131,Some-college,<=50K,1/27/18 19:25,2/1/18 19:25
509a,47,Local-gov,543162,HS-grad,<=50K,1/28/18 4:03,2/9/18 4:03
510a,39,Private,91996,HS-grad,<=50K,1/29/18 0:37,2/5/18 0:37
511a,49,Private,141944,Assoc-voc,<=50K,1/30/18 1:24,2/7/18 1:24
512a,53,?,251804,5th-6th,<=50K,1/31/18 9:22,2/9/18 9:22
513a,32,Private,37070,Assoc-voc,<=50K,1/31/18 16:07,2/4/18 16:07
514a,34,Private,337587,Some-college,>50K,2/1/18 4:15,2/8/18 4:15
515a,28,Private,189346,HS-grad,<=50K,2/1/18 6:13,2/8/18 6:13
516a,57,?,222216,Assoc-voc,<=50K,2/1/18 10:03,2/13/18 10:03
517a,25,Private,267044,Some-college,<=50K,2/2/18 4:07,2/4/18 4:07
518a,20,?,214635,Some-college,<=50K,2/2/18 5:33,2/6/18 5:33
519a,21,?,204226,Some-college,<=50K,2/2/18 5:42,2/14/18 5:42
520a,34,Private,108116,Bachelors,>50K,2/2/18 7:30,2/10/18 7:30
521a,38,Self-emp-inc,99146,Bachelors,>50K,2/3/18 6:36,2/9/18 6:36
522a,50,Private,196232,HS-grad,>50K,2/3/18 7:37,2/14/18 7:37
523a,24,Local-gov,248344,Some-college,<=50K,2/3/18 9:23,2/10/18 9:23
524a,37,Local-gov,186035,Some-college,>50K,2/4/18 2:49,2/7/18 2:49
525a,44,Private,177905,Some-college,>50K,2/4/18 9:40,2/12/18 9:40
526a,28,Private,85812,Some-college,<=50K,2/4/18 11:01,2/8/18 11:01
527a,42,Private,221172,Bachelors,>50K,2/4/18 23:21,2/11/18 23:21
528a,74,Private,99183,Some-college,<=50K,2/5/18 3:27,2/9/18 3:27
529a,38,Self-emp-not-inc,190387,HS-grad,<=50K,2/5/18 3:43,2/12/18 3:43
530a,44,Self-emp-not-inc,202692,Masters,<=50K,2/5/18 5:18,2/11/18 5:18
531a,44,Private,109339,11th,<=50K,2/5/18 6:04,2/7/18 6:04
532a,26,Private,108658,HS-grad,<=50K,2/5/18 11:26,2/7/18 11:26
533a,36,Private,197202,HS-grad,<=50K,2/5/18 19:44,2/15/18 19:44
534a,41,Private,101739,Assoc-acdm,>50K,2/6/18 5:29,2/14/18 5:29
535a,67,Private,231559,Prof-school,>50K,2/6/18 5:31,2/14/18 5:31
536a,39,Local-gov,207853,12th,<=50K,2/6/18 5:47,2/8/18 5:47
537a,57,Private,190942,1st-4th,<=50K,2/6/18 6:11,2/16/18 6:11
538a,29,Private,102345,Assoc-voc,<=50K,2/6/18 8:52,2/13/18 8:52
539a,31,Self-emp-inc,41493,Bachelors,<=50K,2/6/18 16:51,2/15/18 16:51
540a,34,?,190027,HS-grad,<=50K,2/7/18 4:42,2/15/18 4:42
541a,44,Private,210525,Some-college,<=50K,2/7/18 11:46,2/10/18 11:46
542a,29,Private,133937,Doctorate,<=50K,2/7/18 20:47,2/9/18 20:47
543a,30,Private,237903,Some-college,<=50K,2/7/18 21:23,2/12/18 21:23
544a,27,Private,163862,HS-grad,<=50K,2/8/18 6:04,2/15/18 6:04
545a,27,Private,201872,Some-college,<=50K,2/8/18 10:40,2/20/18 10:40
546a,32,Private,84179,HS-grad,<=50K,2/8/18 12:23,2/14/18 12:23
547a,58,Private,51662,10th,<=50K,2/8/18 20:24,2/15/18 20:24
548a,35,Local-gov,233327,Some-college,<=50K,2/8/18 22:34,2/15/18 22:34
549a,21,Private,259510,HS-grad,<=50K,2/9/18 6:09,2/14/18 6:09
550a,28,Private,184831,Some-college,<=50K,2/9/18 7:10,2/18/18 7:10
551a,46,Self-emp-not-inc,245724,Some-college,<=50K,2/10/18 7:02,2/18/18 7:02
552a,36,Self-emp-not-inc,27053,HS-grad,<=50K,2/11/18 3:34,2/21/18 3:34
553a,72,Private,205343,11th,<=50K,2/11/18 9:54,2/20/18 9:54
554a,35,Private,229328,HS-grad,<=50K,2/11/18 10:24,2/17/18 10:24
555a,33,Federal-gov,319560,Assoc-voc,>50K,2/11/18 21:41,2/23/18 21:41
556a,69,Private,136218,11th,<=50K,2/11/18 23:21,2/17/18 23:21
557a,35,Private,54576,HS-grad,<=50K,2/12/18 0:29,2/15/18 0:29
558a,31,Private,323069,HS-grad,<=50K,2/12/18 2:00,2/23/18 2:00
559a,34,Private,148291,HS-grad,<=50K,2/12/18 3:00,2/22/18 3:00
560a,30,Private,152453,11th,<=50K,2/12/18 3:07,2/24/18 3:07
561a,28,Private,114053,Bachelors,<=50K,2/12/18 5:18,2/21/18 5:18
562a,54,Private,212960,Bachelors,>50K,2/12/18 7:17,2/18/18 7:17
563a,47,Private,264052,Some-college,>50K,2/12/18 8:46,2/21/18 8:46
564a,24,Private,82804,HS-grad,<=50K,2/12/18 12:08,2/22/18 12:08
565a,52,Self-emp-not-inc,334273,Bachelors,>50K,2/12/18 19:10,2/22/18 19:10
566a,20,Private,27337,HS-grad,<=50K,2/13/18 0:10,2/22/18 0:10
567a,43,Self-emp-inc,188436,Masters,<=50K,2/13/18 5:49,2/23/18 5:49
568a,45,Private,433665,7th-8th,<=50K,2/15/18 3:55,2/27/18 3:55
569a,29,Self-emp-not-inc,110663,HS-grad,<=50K,2/15/18 6:45,2/20/18 6:45
570a,47,Private,87490,Masters,<=50K,2/15/18 21:03,2/22/18 21:03
571a,24,Private,354351,HS-grad,<=50K,2/16/18 0:34,2/20/18 0:34
572a,51,Private,95469,HS-grad,<=50K,2/16/18 9:19,2/21/18 9:19
573a,17,Private,242718,11th,<=50K,2/16/18 17:55,2/27/18 17:55
574a,37,Private,22463,Assoc-voc,>50K,2/17/18 3:31,2/23/18 3:31
575a,27,Private,158156,Doctorate,<=50K,2/18/18 7:28,2/21/18 7:28
576a,29,Private,350162,Bachelors,>50K,2/18/18 9:33,2/25/18 9:33
577a,18,?,165532,12th,<=50K,2/19/18 1:08,2/25/18 1:08
578a,36,Self-emp-not-inc,28738,Assoc-acdm,<=50K,2/20/18 0:52,3/4/18 0:52
579a,58,Local-gov,283635,Bachelors,<=50K,2/20/18 4:37,2/24/18 4:37
580a,26,Self-emp-not-inc,86646,Some-college,<=50K,2/20/18 7:45,2/24/18 7:45
581a,65,?,195733,Some-college,>50K,2/20/18 18:51,2/23/18 18:51
582a,57,Private,69884,HS-grad,>50K,2/21/18 1:56,3/4/18 1:56
583a,59,Private,199713,HS-grad,<=50K,2/21/18 2:46,2/26/18 2:46
584a,27,Private,181659,HS-grad,<=50K,2/21/18 3:38,2/28/18 3:38
585a,31,Self-emp-not-inc,340939,Bachelors,<=50K,2/21/18 8:52,2/24/18 8:52
586a,21,Private,197747,Some-college,<=50K,2/21/18 9:19,2/27/18 9:19
587a,29,Private,34292,Some-college,<=50K,2/22/18 19:49,3/3/18 19:49
588a,18,Private,156764,11th,<=50K,2/23/18 4:33,3/1/18 4:33
589a,52,Private,25826,10th,>50K,2/24/18 1:25,3/5/18 1:25
590a,57,Self-emp-inc,103948,Bachelors,<=50K,2/24/18 22:42,3/6/18 22:42
591a,42,?,137390,HS-grad,<=50K,2/25/18 11:22,3/7/18 11:22
592a,55,?,105138,HS-grad,<=50K,2/26/18 9:22,3/7/18 9:22
593a,60,Private,39352,7th-8th,>50K,2/27/18 3:00,3/4/18 3:00
594a,31,Private,168387,Bachelors,>50K,2/27/18 3:51,3/5/18 3:51
595a,23,Private,117789,Bachelors,<=50K,2/27/18 22:39,3/2/18 22:39
596a,27,Private,267147,HS-grad,<=50K,2/28/18 3:23,3/9/18 3:23
597a,23,?,99399,Some-college,<=50K,2/28/18 8:18,3/5/18 8:18
598a,42,Self-emp-not-inc,214242,Prof-school,>50K,3/1/18 3:53,3/5/18 3:53
599a,25,Private,200408,Some-college,<=50K,3/2/18 22:40,3/6/18 22:40
600a,49,Private,136455,Bachelors,<=50K,3/4/18 0:47,3/13/18 0:47
601a,32,Private,239824,Bachelors,<=50K,3/4/18 7:48,3/14/18 7:48
602a,19,Private,217039,Some-college,<=50K,3/4/18 8:25,3/7/18 8:25
603a,60,Private,51290,7th-8th,<=50K,3/4/18 8:34,3/12/18 8:34
604a,42,Local-gov,175674,,<=50K,3/4/18 8:55,3/6/18 8:55
605a,35,Self-emp-not-inc,194404,Assoc-acdm,<=50K,3/4/18 9:51,3/12/18 9:51
606a,48,Private,45612,HS-grad,<=50K,3/5/18 5:25,3/8/18 5:25
607a,51,Private,410114,Masters,>50K,3/5/18 5:50,3/15/18 5:50
608a,29,Private,182521,HS-grad,<=50K,3/5/18 6:10,3/15/18 6:10
609a,36,Local-gov,339772,HS-grad,<=50K,3/5/18 7:02,3/16/18 7:02
610a,17,Private,169658,10th,<=50K,3/5/18 7:14,3/14/18 7:14
611a,52,Private,200853,Masters,<=50K,3/5/18 7:21,3/9/18 7:21
612a,24,Private,247564,HS-grad,<=50K,3/5/18 8:26,3/13/18 8:26
613a,24,Private,249909,HS-grad,<=50K,3/6/18 0:16,3/14/18 0:16
614a,26,Local-gov,208122,Bachelors,<=50K,3/6/18 0:23,3/8/18 0:23
615a,27,Private,109881,Bachelors,<=50K,3/6/18 2:54,3/15/18 2:54
616a,39,Private,207824,HS-grad,<=50K,3/6/18 9:03,3/12/18 9:03
617a,30,Private,369027,HS-grad,<=50K,3/6/18 12:38,3/8/18 12:38
618a,50,Self-emp-not-inc,114117,HS-grad,<=50K,3/6/18 20:23,3/8/18 20:23
619a,52,Self-emp-inc,51048,Bachelors,<=50K,3/6/18 22:59,3/8/18 22:59
620a,46,Private,102388,Prof-school,>50K,3/7/18 4:18,3/9/18 4:18
621a,23,Private,190483,Bachelors,<=50K,3/7/18 5:10,3/17/18 5:10
622a,45,Private,462440,11th,<=50K,3/7/18 5:47,3/10/18 5:47
623a,65,Private,109351,,<=50K,3/7/18 6:40,3/12/18 6:40
624a,29,Private,34383,Assoc-voc,<=50K,3/7/18 22:58,3/17/18 22:58
625a,47,Private,241832,,<=50K,3/8/18 11:46,3/18/18 11:46
626a,30,Private,124187,HS-grad,<=50K,3/9/18 2:44,3/13/18 2:44
627a,34,Private,153614,HS-grad,>50K,3/9/18 4:54,3/20/18 4:54
628a,38,Self-emp-not-inc,267556,HS-grad,<=50K,3/9/18 5:31,3/19/18 5:31
629a,33,Private,205469,Some-college,>50K,3/9/18 6:54,3/12/18 6:54
630a,49,Private,268090,Bachelors,>50K,3/9/18 8:43,3/12/18 8:43
631a,47,Self-emp-not-inc,165039,Some-college,<=50K,3/10/18 6:57,3/17/18 6:57
632a,49,Local-gov,120451,10th,<=50K,3/10/18 7:23,3/22/18 7:23
633a,43,Private,154374,Some-college,>50K,3/10/18 20:56,3/16/18 20:56
634a,30,Private,103649,Bachelors,>50K,3/11/18 2:12,3/19/18 2:12
635a,58,Self-emp-not-inc,35723,HS-grad,<=50K,3/11/18 9:56,3/22/18 9:56
636a,19,Private,262601,HS-grad,<=50K,3/11/18 10:00,3/19/18 10:00
637a,21,Private,226181,Bachelors,<=50K,3/11/18 10:33,3/15/18 10:33
638a,33,Private,175697,Bachelors,>50K,3/11/18 15:15,3/22/18 15:15
639a,47,Self-emp-inc,248145,5th-6th,<=50K,3/11/18 22:14,3/19/18 22:14
640a,52,Self-emp-not-inc,289436,Doctorate,>50K,3/12/18 2:47,3/19/18 2:47
641a,26,Private,75654,HS-grad,<=50K,3/12/18 3:31,3/18/18 3:31
642a,60,Private,199378,HS-grad,<=50K,3/12/18 6:46,3/19/18 6:46
643a,21,Private,160968,Some-college,<=50K,3/12/18 8:40,3/19/18 8:40
644a,36,Private,188563,Some-college,>50K,3/12/18 9:58,3/23/18 9:58
645a,31,Private,55849,Some-college,<=50K,3/12/18 10:54,3/23/18 10:54
646a,50,Self-emp-inc,195322,Doctorate,>50K,3/12/18 23:10,3/15/18 23:10
647a,31,Local-gov,402089,HS-grad,<=50K,3/13/18 3:34,3/21/18 3:34
648a,71,Private,78277,HS-grad,<=50K,3/15/18 8:13,3/17/18 8:13
649a,58,?,158611,HS-grad,<=50K,3/19/18 5:41,3/29/18 5:41
650a,30,State-gov,169496,Bachelors,>50K,3/19/18 7:37,3/27/18 7:37
651a,20,Private,130959,Some-college,<=50K,3/19/18 8:27,3/27/18 8:27
652a,24,Private,556660,HS-grad,<=50K,3/19/18 8:30,3/22/18 8:30
653a,35,Private,292472,Doctorate,>50K,3/20/18 2:15,3/27/18 2:15
654a,38,State-gov,143774,Some-college,<=50K,3/21/18 19:39,3/26/18 19:39
655a,27,Private,288341,HS-grad,<=50K,3/21/18 23:23,3/29/18 23:23
656a,29,State-gov,71592,Some-college,<=50K,3/22/18 3:36,3/29/18 3:36
657a,70,?,167358,,<=50K,3/22/18 3:36,4/3/18 3:36
658a,34,Private,106742,HS-grad,<=50K,3/22/18 7:59,3/25/18 7:59
659a,44,Private,219288,7th-8th,<=50K,3/22/18 10:15,3/29/18 10:15
660a,43,Private,174524,HS-grad,>50K,3/23/18 5:45,3/29/18 5:45
661a,44,Self-emp-not-inc,335183,12th,>50K,3/23/18 11:51,3/30/18 11:51
