"Feature Name","Feature Description",Industry,Usecase,Source
mindom," minimum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.kaggle.com/primaryobjects/voicegender
maxdom," maximum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.kaggle.com/primaryobjects/voicegender
dfrange," range of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.kaggle.com/primaryobjects/voicegender
modindx," modulation index. Calculated as the accumulated absolute difference between adjacent measurements of fundamental frequencies divided by the frequency range",telecommunication,"gender prediction using voice",https://www.kaggle.com/primaryobjects/voicegender
label," male or female",telecommunication,"gender prediction using voice",https://www.kaggle.com/primaryobjects/voicegender
gender,"Gender of the client",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
"descriptive statistics value of frequency","meanfreq,sd,median,Q25,Q75,IQR,skew,kurt of frequency",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
sp.ent," spectral entropy",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
sfm," spectral flatness",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
mode," mode frequency of acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
centroid," acoustic signal frequency centroid (see specprop)",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
peakf," peak frequency (frequency with highest energy)",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
meanfun,"average of fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
minfun," minimum fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
maxfun," maximum fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
meandom," average of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
mindom," minimum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
maxdom," maximum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
dfrange," range of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
modindx," modulation index. Calculated as the accumulated absolute difference between adjacent measurements of fundamental frequencies divided by the frequency range",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
label," male or female",telecommunication,"gender prediction using voice",https://www.researchgate.net/publication/312219824_Voice_Gender_Recognition_Using_Deep_Learning
gender,"Gender of the client",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
"descriptive statistics value of frequency","meanfreq,sd,median,Q25,Q75,IQR,skew,kurt of frequency",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
sp.ent," spectral entropy",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
sfm," spectral flatness",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
mode," mode frequency of acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
centroid," acoustic signal frequency centroid (see specprop)",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
peakf," peak frequency (frequency with highest energy)",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
meanfun,"average of fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
minfun," minimum fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
maxfun," maximum fundamental frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
meandom," average of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
mindom," minimum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
maxdom," maximum of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
dfrange," range of dominant frequency measured across acoustic signal",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
modindx," modulation index. Calculated as the accumulated absolute difference between adjacent measurements of fundamental frequencies divided by the frequency range",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
label," male or female",telecommunication,"gender prediction using voice",https://medium.com/@jameschen_78678/predict-gender-with-voice-and-speech-data-347f437fc4da
telecomservice,"Telecom Service Provider which provide service to users in a specific LSA",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
technology,"Network generation technology of wireless technology (4G, 3G)",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
test_type,"Upload/Download represent whether speed is for Download test or Upload Test (Upload, Download)",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
signal_strength,"Signal strength refers to the Transmitter power output as received by a reference antenna",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
lsa,"Licensed_Service_Area, contains name of states in which service is provided",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
"data speed(mbps)","Data Speeds in Mbps",telecommunication,"mobile data speed prediction",https://www.kaggle.com/anuragk240/mobile-data-speeds-of-all-india-during-march-2018
"recency value","The last time the customer has made a transaction",retail,"customer segmentation",https://link.springer.com/content/pdf/10.1057/dbm.2012.17.pdf
