"Feature Name","Feature Description",Industry,Usecase
protocol_type,"type of the protocol, e.g. tcp, udp, etc.",telecommunication,"network traffic analysis and prediction"
network_service,"network service on the destination, e.g., http, telnet, etc.",telecommunication,"network traffic analysis and prediction"
src_bytes,"number of data bytes from source to destination",telecommunication,"network traffic analysis and prediction"
dst_bytes,"number of data bytes from destination to source",telecommunication,"network traffic analysis and prediction"
connection_flag,"normal or error status of the connection",telecommunication,"network traffic analysis and prediction"
same_host_flag,"1 if connection is from/to the same host/port; 0 otherwise",telecommunication,"network traffic analysis and prediction"
num_wrong_fragment,"number of wrong fragments",telecommunication,"network traffic analysis and prediction"
num_urgent_packet,"number of urgent packets",telecommunication,"network traffic analysis and prediction"
num_hot,"number of hot indicators",telecommunication,"network traffic analysis and prediction"
num_failed_logins,"number of failed login attempts",telecommunication,"network traffic analysis and prediction"
logged_in_flag,"1 if successfully logged in; 0 otherwise",telecommunication,"network traffic analysis and prediction"
num_compromised,"number of compromised conditions",telecommunication,"network traffic analysis and prediction"
root_shell_flag,"1 if root shell is obtained; 0 otherwise",telecommunication,"network traffic analysis and prediction"
su_attempted_flag,"1 if su root command attempted; 0 otherwise",telecommunication,"network traffic analysis and prediction"
num_root,"number of root accesses",telecommunication,"network traffic analysis and prediction"
num_file_creations,"number of file creation operations",telecommunication,"network traffic analysis and prediction"
num_shells,"number of shell prompts",telecommunication,"network traffic analysis and prediction"
num_access_files,"number of operations on access control files",telecommunication,"network traffic analysis and prediction"
num_outbound_cmds,"number of outbound commands in an ftp session",telecommunication,"network traffic analysis and prediction"
is_hot_login,"1 if the login belongs to the hot list; 0 otherwise",telecommunication,"network traffic analysis and prediction"
is_guest_login,"1 if the login is a guest login; 0 otherwise",telecommunication,"network traffic analysis and prediction"
num_same_host,"number of connections to the same host as the current connection in the past two seconds",telecommunication,"network traffic analysis and prediction"
srv_serror_rate,"% of connections that have SYN errors",telecommunication,"network traffic analysis and prediction"
srv_rerror_rate,"% of connections that have REJ errors",telecommunication,"network traffic analysis and prediction"
