ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
19144a,1,1,,Local-gov,1,,Doctorate,1,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,1,United-States,>50K,0
19774a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
20523a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
20782a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
21198a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
23209a,1,1,,Private,1,,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
23384a,1,1,,Private,1,,Some-college,1,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
23638a,1,1,,Self-emp-inc,1,,Bachelors,1,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,1,?,<=50K,0
23863a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
24192a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
24196a,1,1,,?,1,,Some-college,1,Divorced,?,Own-child,Black,Male,0,0,1,United-States,<=50K,0
24707a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
25189a,1,1,,State-gov,1,,7th-8th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
26236a,1,1,,Private,1,,Some-college,1,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K,0
26797a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
27091a,1,1,,Local-gov,1,,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
27141a,1,1,,?,1,,Doctorate,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,>50K,0
27448a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
27524a,1,1,,Self-emp-not-inc,1,,Assoc-voc,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
28326a,1,1,,Self-emp-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,1,United-States,>50K,0
28752a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
29572a,1,1,,Private,1,,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
29880a,1,1,,Local-gov,1,,Masters,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30152a,1,1,,Local-gov,1,,Some-college,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
30209a,1,1,,?,1,,10th,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
30721a,1,1,,Private,1,,HS-grad,1,Widowed,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30742a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
30974a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
31005a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
31907a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K,0
32078a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,>50K,0
32392a,1,1,,Private,1,,HS-grad,1,Separated,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
41a,1,1,,Private,1,5.705756835,,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
833a,1,1,,Private,1,5.447302255,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
1114a,1,1,,Private,1,5.22566846,HS-grad,1,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K,0
1399a,1,1,,Private,1,5.391850397,10th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2105,0,1,United-States,<=50K,0
1446a,1,1,,Private,1,4.483544507,Assoc-voc,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
1900a,1,1,,Private,1,5.078594552,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
2064a,1,1,,Local-gov,1,5.046307827,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,1,United-States,>50K,0
2099a,1,1,,Private,1,5.42574447,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
2785a,1,1,,Private,1,4.639028047,5th-6th,1,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,2339,1,United-States,<=50K,0
3432a,1,1,,Private,1,5.143586193,10th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
3591a,1,1,,Private,1,5.374016576,Some-college,1,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
3787a,1,1,,Self-emp-inc,1,5.071745809,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,1,United-States,>50K,0
4107a,1,1,,Private,1,5.377176891,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
4176a,1,1,,Self-emp-inc,1,5.461958989,HS-grad,1,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
4276a,1,1,,Private,1,4.830402594,Some-college,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
4383a,1,1,,Private,1,5.171428048,HS-grad,1,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
4510a,1,1,,Self-emp-inc,1,5.260548373,HS-grad,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K,0
5247a,1,1,,Private,1,4.617974836,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,Canada,<=50K,0
5463a,1,1,,Private,1,5.012639006,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,7298,0,1,United-States,>50K,0
6115a,1,1,,Self-emp-inc,1,5.147116481,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
6179a,1,1,,?,1,5.184895757,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
7153a,1,1,,Private,1,4.518724456,Some-college,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
7520a,1,1,,Private,1,5.336427711,HS-grad,1,Never-married,Adm-clerical,Not-in-family,,Female,0,0,1,United-States,<=50K,0
7763a,1,1,,Private,1,5.626365007,HS-grad,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
8215a,1,1,,Private,1,5.336855822,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K,0
8383a,1,1,,Private,1,5.21265096,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
8406a,1,1,,Private,1,5.698101416,HS-grad,1,Never-married,Craft-repair,Unmarried,White,Male,0,0,1,Mexico,<=50K,0
8466a,1,1,,State-gov,1,5.174510449,HS-grad,1,Never-married,Other-service,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
8519a,1,1,,Private,1,5.361215822,HS-grad,1,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
8525a,1,1,,Private,1,5.203764258,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
8928a,1,1,,Private,1,5.304703745,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,>50K,0
9023a,1,1,,Private,1,5.14812121,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
9306a,1,1,,Private,1,5.210433567,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,Puerto-Rico,<=50K,0
9562a,1,1,,Private,1,5.241877554,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,>50K,0
9763a,1,1,,Private,1,5.517757873,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10550a,1,1,,Private,1,5.526050945,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,Mexico,<=50K,0
10804a,1,1,,Private,1,5.247263585,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
11310a,1,1,,Private,1,5.393213579,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
11460a,1,1,,Private,1,5.475743807,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
11567a,1,1,,Self-emp-not-inc,1,5.223103783,7th-8th,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
12377a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,1,United-States,>50K,0
13803a,1,1,,Private,1,,10th,1,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,1,United-States,<=50K,0
13832a,1,1,,State-gov,1,,HS-grad,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
13904a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
14352a,1,1,,Federal-gov,1,,Bachelors,1,Never-married,Protective-serv,Not-in-family,White,Female,0,0,1,United-States,>50K,0
14759a,1,1,,Private,1,,Some-college,1,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
14769a,1,1,,Local-gov,1,,Assoc-voc,1,,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
14863a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,Guatemala,<=50K,0
15968a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,1,Thailand,<=50K,0
16061a,1,1,,Local-gov,1,,Bachelors,1,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
16131a,1,1,,?,1,,HS-grad,1,Never-married,?,Not-in-family,Other,Female,0,0,1,United-States,<=50K,0
17200a,1,1,,Private,1,,Bachelors,1,,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
17433a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
17556a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
17879a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
18496a,1,1,,Self-emp-inc,1,,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
18741a,1,1,,Self-emp-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
18958a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Wife,White,Male,0,0,1,United-States,<=50K,0
19291a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,1,United-States,<=50K,0
20052a,1,1,,Private,1,,Masters,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,>50K,0
22294a,1,1,,Self-emp-not-inc,1,,Bachelors,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1485,1,United-States,>50K,0
22794a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,Black,Female,0,1887,1,United-States,>50K,0
24774a,1,1,,?,1,,Assoc-acdm,1,Never-married,?,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
24782a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
25233a,1,1,,Private,1,,Some-college,1,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,1,United-States,<=50K,0
25718a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,1,United-States,<=50K,0
25777a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
26404a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
26614a,1,1,,Private,1,,Bachelors,1,,Tech-support,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
26719a,1,1,,Private,1,,7th-8th,1,Never-married,Other-service,Unmarried,White,Male,0,0,1,Mexico,<=50K,0
27064a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K,0
27967a,1,1,,Local-gov,1,,Some-college,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
28020a,1,1,,Private,1,,Assoc-acdm,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
28297a,1,1,,Private,1,,5th-6th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,El-Salvador,<=50K,0
28530a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
28648a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
28956a,1,1,,Private,1,,Some-college,1,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
29311a,1,1,,?,1,,HS-grad,1,Divorced,?,Other-relative,Black,Female,0,0,1,United-States,<=50K,0
29525a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
29588a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,1,United-States,>50K,0
29770a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
30058a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,,Male,0,0,1,United-States,<=50K,0
30317a,1,1,,Private,1,,Some-college,1,Never-married,Protective-serv,Own-child,Black,Male,0,0,1,United-States,<=50K,0
30739a,1,1,,State-gov,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K,0
31170a,1,1,,Private,1,,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12a,1,1,,State-gov,1,5.150132941,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,1,India,>50K,0
246a,1,1,,Private,1,5.30873511,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,?,<=50K,0
663a,1,1,,Private,1,5.048830087,Some-college,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
906a,1,1,,Private,1,5.234390722,HS-grad,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
1131a,1,1,,Private,1,5.54049465,Some-college,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
1658a,1,1,,Private,1,5.298636967,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
2243a,1,1,,Private,1,5.310315131,Assoc-voc,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,>50K,0
2256a,1,1,,Private,1,5.195833258,Assoc-voc,1,Separated,Other-service,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
3354a,1,1,,Private,1,5.269914364,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,1,United-States,>50K,0
3492a,1,1,,Private,1,5.510034012,Some-college,1,Never-married,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
4038a,1,1,,Private,1,5.494972302,10th,1,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
4277a,1,1,,Private,1,5.410981262,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
4290a,1,1,,Private,1,5.31931014,Some-college,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
5006a,1,1,,Private,1,5.356477136,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K,0
5291a,1,1,,Self-emp-not-inc,1,5.373116221,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,1,United-States,>50K,0
5324a,1,1,,Private,1,4.698300675,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
5711a,1,1,,Private,1,4.438447411,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,>50K,0
5719a,1,1,,Self-emp-inc,1,5.212818605,Some-college,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
5994a,1,1,,Private,1,5.248270056,HS-grad,1,Divorced,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
6480a,1,1,,Private,1,4.692917387,Bachelors,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
6700a,1,1,,Private,1,5.311226032,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
7155a,1,1,,Private,1,5.186357285,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
7366a,1,1,,Self-emp-not-inc,1,5.406521446,11th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
8312a,1,1,,Private,1,5.027736834,HS-grad,1,Widowed,Adm-clerical,Not-in-family,White,Female,1848,0,1,United-States,<=50K,0
8582a,1,1,,Self-emp-not-inc,1,5.242601053,HS-grad,1,Never-married,Farming-fishing,Not-in-family,White,Male,8614,0,1,United-States,>50K,0
8650a,1,1,,Private,1,5.376255679,HS-grad,1,,Priv-house-serv,Other-relative,Black,Female,0,0,1,Jamaica,<=50K,0
9312a,1,1,,Private,1,5.219272707,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K,0
10320a,1,1,,Private,1,5.322000024,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,>50K,0
10764a,1,1,,Private,1,5.100814952,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
10896a,1,1,,State-gov,1,5.084472607,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
11740a,1,1,,Local-gov,1,4.849142901,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
11825a,1,1,,Local-gov,1,4.317958925,Some-college,1,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,1,United-States,>50K,0
11936a,1,1,,State-gov,1,5.212480588,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
12658a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
12752a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,7298,0,1,United-States,>50K,0
13003a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13290a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
14454a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
14555a,1,1,,Private,1,,Bachelors,1,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,>50K,0
14870a,1,1,,Private,1,,Bachelors,1,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,1,United-States,<=50K,0
15521a,1,1,,Private,1,,HS-grad,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K,0
15536a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
15759a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
16062a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
17158a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K,0
17266a,1,1,,Private,1,,Assoc-acdm,1,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,1,United-States,>50K,0
17542a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
17698a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
18751a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
19074a,1,1,,?,1,,7th-8th,1,Divorced,?,Not-in-family,,Female,0,0,1,United-States,<=50K,0
19159a,1,1,,Private,1,,Some-college,1,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
19235a,1,1,,Private,1,,HS-grad,1,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,1,Jamaica,<=50K,0
19558a,1,1,,Federal-gov,1,,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,1,United-States,>50K,0
20192a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Wife,White,Male,0,1485,1,United-States,<=50K,0
20319a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
21371a,1,1,,Private,1,,Preschool,1,,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,1,China,<=50K,0
